PublishDate,Sentence,Score
2017-12-14T06:43:00.000Z,他解釋，產業領域包括生技醫藥、智慧機械、亞洲o矽谷、綠能科技、循環經濟、新農業、數位經濟、國防科技、晶片設計及半導體等。,2
2017-12-27T07:13:00.000Z,　蘋概股鴻海 (2317) 今日止跌回穩，帶動可成 (2474) 、台郡 (6269) 等同步轉強，惟台積電 (2330) 、大立光 (3008) 仍走弱打擊多頭士氣；被動元件族群受惠晶片電阻喊漲，國巨 (2327) 、禾伸堂 (3026) 、奇力新 (2456) 、大毅 (2478) 強強滾；太陽能族群受惠國際油價走高，昱晶 (3514) 、茂迪 (6244) 、新日光 (3576) 、綠能 (3519) 、嘉晶 (3016) 等同步翻揚。,2
