PublishDate,Sentence,Score
2018-02-09T02:18:00.000Z,  2.勁永 (6145) ：外資買超擋不住大盤空軍，早盤股價續跌逾8%。,-1
2018-02-09T02:18:00.000Z,  25.勁永 (6145) ：一月營收較前個月不振，早盤再挫近8%，創波段新低價。,-2
