PublishDate,Score
2018-10-01,66
2018-10-02,-1
2018-10-03,-26
2018-10-04,318
2018-10-05,0
2018-10-06,0
2018-10-07,0
2018-10-08,0
2018-10-09,0
2018-10-10,0
2018-10-11,0
2018-10-12,0
2018-10-13,0
2018-10-14,0
2018-10-15,0
2018-10-16,0
2018-10-17,114
2018-10-18,176
2018-10-19,153
2018-10-20,98
2018-10-21,198
2018-10-22,27
2018-10-23,-1
2018-10-24,34
2018-10-25,-169
2018-10-26,52
2018-10-27,0
2018-10-28,44
2018-10-29,55
2018-10-30,35
2018-10-31,390
