modelName,score,rmse,spendTime,executionTime,random_seed,Dense1Units,Dense2Units,Dense3Units,Dense4Units,learning_rate,decay,momentum,nesterov,optimizer,loss,epochs,verbose,batch_size
rmseBeyond5,149549.328125,386.71605768804426,0.5629034042358398,2022/04/09 17:52:07,0,1,1.0,1.0,1.0,1e-05,1e-05,0.01,True,sgd,mean_squared_error,1,0,241
rmseBeyond5,149554.328125,386.7225600342884,0.562957763671875,2022/04/09 17:52:08,0,1,1.0,1.0,1.0,1e-05,1e-05,0.01,True,sgd,mean_squared_error,1,0,251
rmseBeyond5,149554.265625,386.72248609866165,0.5627169609069824,2022/04/09 17:52:09,0,1,1.0,1.0,1.0,1e-05,1e-05,0.01,True,sgd,mean_squared_error,1,0,261
rmseBeyond5,149554.21875,386.7224048464327,0.5674827098846436,2022/04/09 17:52:09,0,1,1.0,1.0,1.0,1e-05,1e-05,0.01,True,sgd,mean_squared_error,1,0,271
rmseBeyond5,149554.140625,386.72232546894685,0.5674002170562744,2022/04/09 17:52:10,0,1,1.0,1.0,1.0,1e-05,1e-05,0.01,True,sgd,mean_squared_error,1,0,281
rmseBeyond5,149554.078125,386.72223654996924,0.5718176364898682,2022/04/09 17:52:10,0,1,1.0,1.0,1.0,1e-05,1e-05,0.01,True,sgd,mean_squared_error,1,0,291
rmseBeyond5,149553.96875,386.7221088759748,0.7066988945007324,2022/04/09 17:52:11,0,1,1.0,1.0,1.0,1e-05,1e-05,0.01,True,sgd,mean_squared_error,1,0,301
rmseBeyond5,149553.859375,386.7219626916332,0.5599262714385986,2022/04/09 17:52:12,0,1,1.0,1.0,1.0,1e-05,1e-05,0.01,True,sgd,mean_squared_error,1,0,311
rmseBeyond5,149553.765625,386.72179196603713,0.561859130859375,2022/04/09 17:52:12,0,1,1.0,1.0,1.0,1e-05,1e-05,0.01,True,sgd,mean_squared_error,1,0,321
rmseBeyond5,149553.5625,386.72155980979636,0.5633788108825684,2022/04/09 17:52:13,0,1,1.0,1.0,1.0,1e-05,1e-05,0.01,True,sgd,mean_squared_error,1,0,331
rmseBeyond5,149553.375,386.7213068891462,0.5684032440185547,2022/04/09 17:52:13,0,1,1.0,1.0,1.0,1e-05,1e-05,0.01,True,sgd,mean_squared_error,1,0,341
rmseBeyond5,149553.1875,386.7210703816186,0.5632932186126709,2022/04/09 17:52:14,0,1,1.0,1.0,1.0,1e-05,1e-05,0.01,True,sgd,mean_squared_error,1,0,351
rmseBeyond5,149552.921875,386.7207070353682,0.6954958438873291,2022/04/09 17:52:15,0,1,1.0,1.0,1.0,1e-05,1e-05,0.01,True,sgd,mean_squared_error,1,0,361
rmseBeyond5,149557.96875,386.7272683044668,0.5594735145568848,2022/04/09 17:52:15,0,1,1.0,1.0,1.0,1e-05,1e-05,0.01,True,sgd,mean_squared_error,1,0,371
rmseBeyond5,149557.953125,386.7272493281565,0.5599513053894043,2022/04/09 17:52:16,0,1,1.0,1.0,1.0,1e-05,1e-05,0.01,True,sgd,mean_squared_error,1,0,381
rmseBeyond5,149557.953125,386.72723092812953,0.5630309581756592,2022/04/09 17:52:16,0,1,1.0,1.0,1.0,1e-05,1e-05,0.01,True,sgd,mean_squared_error,1,0,391
rmseBeyond5,149557.9375,386.7272125235434,0.5614500045776367,2022/04/09 17:52:17,0,1,1.0,1.0,1.0,1e-05,1e-05,0.01,True,sgd,mean_squared_error,1,0,401
rmseBeyond5,149557.90625,386.7271957547987,0.5642304420471191,2022/04/09 17:52:17,0,1,1.0,1.0,1.0,1e-05,1e-05,0.01,True,sgd,mean_squared_error,1,0,411
rmseBeyond5,149557.90625,386.7271806036589,0.5637056827545166,2022/04/09 17:52:18,0,1,1.0,1.0,1.0,1e-05,1e-05,0.01,True,sgd,mean_squared_error,1,0,421
rmseBeyond5,149557.890625,386.7271667518918,0.7035350799560547,2022/04/09 17:52:19,0,1,1.0,1.0,1.0,1e-05,1e-05,0.01,True,sgd,mean_squared_error,1,0,431
rmseBeyond5,149557.890625,386.72714875307474,0.5585024356842041,2022/04/09 17:52:19,0,1,1.0,1.0,1.0,1e-05,1e-05,0.01,True,sgd,mean_squared_error,1,0,441
rmseBeyond5,149557.859375,386.72712785186974,0.5599052906036377,2022/04/09 17:52:20,0,1,1.0,1.0,1.0,1e-05,1e-05,0.01,True,sgd,mean_squared_error,1,0,451
rmseBeyond5,149557.84375,386.7271064838025,0.5625176429748535,2022/04/09 17:52:20,0,1,1.0,1.0,1.0,1e-05,1e-05,0.01,True,sgd,mean_squared_error,1,0,461
rmseBeyond5,149557.84375,386.72708085835256,0.5728635787963867,2022/04/09 17:52:21,0,1,1.0,1.0,1.0,1e-05,1e-05,0.01,True,sgd,mean_squared_error,1,0,471
rmseBeyond5,149557.8125,386.7270541696969,0.5655276775360107,2022/04/09 17:52:22,0,1,1.0,1.0,1.0,1e-05,1e-05,0.01,True,sgd,mean_squared_error,1,0,481
rmseBeyond5,53969.12890625,232.31256735112905,0.958686590194702,2022/04/09 17:54:12,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,10
rmseBeyond5,77388.9453125,278.18869757085633,0.6852178573608398,2022/04/09 17:54:13,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,20
rmseBeyond5,91428.484375,302.37142869600467,0.645216703414917,2022/04/09 17:54:14,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,30
rmseBeyond5,100736.40625,317.39001067443627,0.6247060298919678,2022/04/09 17:54:14,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,40
rmseBeyond5,108569.2890625,329.4985362953862,0.6051018238067627,2022/04/09 17:54:15,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,50
rmseBeyond5,112185.0703125,334.94041489995084,0.6105802059173584,2022/04/09 17:54:16,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,60
rmseBeyond5,117010.21875,342.0675749346192,0.601776123046875,2022/04/09 17:54:16,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,70
rmseBeyond5,118917.5,344.8441806507978,0.7331321239471436,2022/04/09 17:54:17,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,80
rmseBeyond5,121336.328125,348.33362602452576,0.5892007350921631,2022/04/09 17:54:17,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,90
rmseBeyond5,124221.8203125,352.4511817593541,0.5945529937744141,2022/04/09 17:54:18,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,100
rmseBeyond5,127300.40625,356.79181919471023,0.5889079570770264,2022/04/09 17:54:19,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,110
rmseBeyond5,126463.0625,355.61644165166933,0.5933268070220947,2022/04/09 17:54:19,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,120
rmseBeyond5,130064.5703125,360.6446734514897,0.5855634212493896,2022/04/09 17:54:20,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,130
rmseBeyond5,129515.359375,359.88242768148086,0.7070600986480713,2022/04/09 17:54:21,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,140
rmseBeyond5,133169.28125,364.9236517530945,0.5873980522155762,2022/04/09 17:54:21,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,150
rmseBeyond5,132919.78125,364.5816412469249,0.5868735313415527,2022/04/09 17:54:22,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,160
rmseBeyond5,132532.75,364.0504736091952,0.581993818283081,2022/04/09 17:54:22,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,170
rmseBeyond5,132009.140625,363.3306587716671,0.5801761150360107,2022/04/09 17:54:23,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,180
rmseBeyond5,136165.75,369.0064569701374,0.5778923034667969,2022/04/09 17:54:24,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,190
rmseBeyond5,136035.453125,368.82984964873117,0.7113099098205566,2022/04/09 17:54:24,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,200
rmseBeyond5,135871.1875,368.6070678761799,0.5796661376953125,2022/04/09 17:54:25,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,210
rmseBeyond5,135629.90625,368.27966919982384,0.6313450336456299,2022/04/09 17:54:26,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,220
rmseBeyond5,135337.734375,367.88277346091337,0.5780489444732666,2022/04/09 17:54:26,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,230
rmseBeyond5,134953.578125,367.36028836254854,0.5818324089050293,2022/04/09 17:54:27,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,240
rmseBeyond5,139337.625,373.27955614270326,0.5829477310180664,2022/04/09 17:54:27,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,250
rmseBeyond5,139285.421875,373.2096185370903,0.5753116607666016,2022/04/09 17:54:28,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,260
rmseBeyond5,139227.78125,373.1324045712415,0.7165458202362059,2022/04/09 17:54:29,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,270
rmseBeyond5,139170.234375,373.0552687231626,0.5795795917510986,2022/04/09 17:54:29,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,280
rmseBeyond5,139110.078125,372.97462291789634,0.5868284702301025,2022/04/09 17:54:30,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,290
rmseBeyond5,139019.71875,372.8534832771335,0.5782229900360107,2022/04/09 17:54:30,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,300
rmseBeyond5,138916.515625,372.7150824343768,0.5801630020141602,2022/04/09 17:54:31,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,310
rmseBeyond5,138799.4375,372.5579680508053,0.5805606842041016,2022/04/09 17:54:32,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,320
rmseBeyond5,138636.84375,372.33968237896306,0.7122204303741455,2022/04/09 17:54:32,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,330
rmseBeyond5,138454.71875,372.09505200333473,0.5747613906860352,2022/04/09 17:54:33,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,340
rmseBeyond5,138289.90625,371.8734962438291,0.5741159915924072,2022/04/09 17:54:34,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,350
rmseBeyond5,138020.3125,371.51083306645364,0.573815107345581,2022/04/09 17:54:34,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,360
rmseBeyond5,142617.359375,377.64714669657087,0.5713486671447754,2022/04/09 17:54:35,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,370
rmseBeyond5,142603.4375,377.6287138539311,0.5718398094177246,2022/04/09 17:54:35,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,380
rmseBeyond5,142589.90625,377.6107837982827,0.5748820304870605,2022/04/09 17:54:36,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,390
rmseBeyond5,142576.421875,377.59294145853255,0.7152252197265625,2022/04/09 17:54:37,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,400
rmseBeyond5,142563.890625,377.5763471561983,0.5708112716674805,2022/04/09 17:54:37,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,410
rmseBeyond5,142552.78125,377.56163420963514,0.5714104175567627,2022/04/09 17:54:38,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,420
rmseBeyond5,142542.609375,377.5481674185533,0.5750706195831299,2022/04/09 17:54:38,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,430
rmseBeyond5,142529.734375,377.5310741951287,0.5722620487213135,2022/04/09 17:54:39,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,440
rmseBeyond5,142514.4375,377.5108479745708,0.5703511238098145,2022/04/09 17:54:40,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,450
rmseBeyond5,142499.046875,377.4904800289985,0.7075920104980469,2022/04/09 17:54:40,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,460
rmseBeyond5,142480.421875,377.46578150189697,0.5760829448699951,2022/04/09 17:54:41,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,470
rmseBeyond5,142461.0625,377.4401549921918,0.5719890594482422,2022/04/09 17:54:41,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,480
rmseBeyond5,142438.96875,377.41086671661833,0.5729053020477295,2022/04/09 17:54:42,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,490
rmseBeyond5,142413.359375,377.3769187115384,0.572516679763794,2022/04/09 17:54:43,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,500
rmseBeyond5,142386.671875,377.3415848403237,0.5749878883361816,2022/04/09 17:54:43,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,510
rmseBeyond5,142359.9375,377.30617090693687,0.5713493824005127,2022/04/09 17:54:44,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,520
rmseBeyond5,142334.578125,377.2725581696238,0.7112700939178467,2022/04/09 17:54:44,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,530
rmseBeyond5,142307.828125,377.2370596554709,0.579481840133667,2022/04/09 17:54:45,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,540
rmseBeyond5,142282.75,377.20386038122666,0.5759315490722656,2022/04/09 17:54:46,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,550
rmseBeyond5,142262.953125,377.17762843175245,0.5726807117462158,2022/04/09 17:54:46,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,560
rmseBeyond5,142245.125,377.15396611867766,0.5774140357971191,2022/04/09 17:54:47,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,570
rmseBeyond5,142216.328125,377.1157913113958,0.576542854309082,2022/04/09 17:54:47,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,580
rmseBeyond5,142172.96875,377.0583009245289,0.7004876136779785,2022/04/09 17:54:48,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,590
rmseBeyond5,142128.203125,376.99892134727804,0.5793454647064209,2022/04/09 17:54:49,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,600
rmseBeyond5,142080.578125,376.93578636198646,0.5848455429077148,2022/04/09 17:54:49,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,610
rmseBeyond5,53969.12890625,232.31256735112905,0.7866487503051758,2022/04/09 17:56:12,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,10
rmseBeyond5,77388.9453125,278.18869757085633,0.6776742935180664,2022/04/09 17:56:12,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,20
rmseBeyond5,91428.484375,302.37142869600467,0.6543834209442139,2022/04/09 17:56:13,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,30
rmseBeyond5,100736.40625,317.39001067443627,0.7574462890625,2022/04/09 17:56:14,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,40
rmseBeyond5,108569.2890625,329.4985362953862,0.6157073974609375,2022/04/09 17:56:14,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,50
rmseBeyond5,112185.0703125,334.94041489995084,0.6185686588287354,2022/04/09 17:56:15,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,60
rmseBeyond5,117010.21875,342.0675749346192,0.6025717258453369,2022/04/09 17:56:16,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,70
rmseBeyond5,118917.5,344.8441806507978,0.5901563167572021,2022/04/09 17:56:16,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,80
rmseBeyond5,121336.328125,348.33362602452576,0.6007320880889893,2022/04/09 17:56:17,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,90
rmseBeyond5,124221.8203125,352.4511817593541,0.5896201133728027,2022/04/09 17:56:17,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,100
rmseBeyond5,127300.40625,356.79181919471023,0.7179486751556396,2022/04/09 17:56:18,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,110
rmseBeyond5,126463.0625,355.61644165166933,0.5850660800933838,2022/04/09 17:56:19,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,120
rmseBeyond5,130064.5703125,360.6446734514897,0.5811469554901123,2022/04/09 17:56:19,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,130
rmseBeyond5,129515.359375,359.88242768148086,0.5860090255737305,2022/04/09 17:56:20,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,140
rmseBeyond5,133169.28125,364.9236517530945,0.581803560256958,2022/04/09 17:56:21,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,150
rmseBeyond5,132919.78125,364.5816412469249,0.5856502056121826,2022/04/09 17:56:21,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,160
rmseBeyond5,132532.75,364.0504736091952,0.7143182754516602,2022/04/09 17:56:22,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,170
rmseBeyond5,132009.140625,363.3306587716671,0.5795183181762695,2022/04/09 17:56:23,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,180
rmseBeyond5,136165.75,369.0064569701374,0.5771286487579346,2022/04/09 17:56:23,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,190
rmseBeyond5,136035.453125,368.82984964873117,0.5814752578735352,2022/04/09 17:56:24,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,200
rmseBeyond5,135871.1875,368.6070678761799,0.5801823139190674,2022/04/09 17:56:24,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,210
rmseBeyond5,135629.90625,368.27966919982384,0.5790059566497803,2022/04/09 17:56:25,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,220
rmseBeyond5,135337.734375,367.88277346091337,0.7703397274017334,2022/04/09 17:56:26,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,230
rmseBeyond5,134953.578125,367.36028836254854,0.5772101879119873,2022/04/09 17:56:26,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,240
rmseBeyond5,139337.625,373.27955614270326,0.5729532241821289,2022/04/09 17:56:27,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,250
rmseBeyond5,139285.421875,373.2096185370903,0.5770556926727295,2022/04/09 17:56:27,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,260
rmseBeyond5,139227.78125,373.1324045712415,0.5756838321685791,2022/04/09 17:56:28,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,270
rmseBeyond5,139170.234375,373.0552687231626,0.5782403945922852,2022/04/09 17:56:29,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,280
rmseBeyond5,139110.078125,372.97462291789634,0.5724453926086426,2022/04/09 17:56:29,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,290
rmseBeyond5,139019.71875,372.8534832771335,0.7211813926696777,2022/04/09 17:56:30,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,300
rmseBeyond5,138916.515625,372.7150824343768,0.5765986442565918,2022/04/09 17:56:31,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,310
rmseBeyond5,138799.4375,372.5579680508053,0.5746393203735352,2022/04/09 17:56:31,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,320
rmseBeyond5,138636.84375,372.33968237896306,0.5751678943634033,2022/04/09 17:56:32,0,1,1.0,1.0,1.0,0.001,0.001,0.01,True,sgd,mean_squared_error,10,0,330
