PublishDate,Score
2021-02-08,0
2021-02-09,13
2021-02-10,0
2021-02-11,0
2021-02-12,0
2021-02-13,0
2021-02-14,0
2021-02-15,0
2021-02-16,946
2021-02-17,501
2021-02-18,57
2021-02-19,52
2021-02-20,0
2021-02-21,296
2021-02-22,99
2021-02-23,-4
2021-02-24,57
2021-02-25,268
2021-02-26,6
2021-02-27,174
2021-02-28,0
2021-03-01,164
2021-03-02,130
2021-03-03,0
2021-03-04,8
2021-03-05,152
2021-03-06,5
2021-03-07,122
2021-03-08,-33
2021-03-09,2
2021-03-10,382
2021-03-11,84
2021-03-12,241
2021-03-13,11
2021-03-14,55
2021-03-15,282
2021-03-16,95
2021-03-17,279
2021-03-18,3
2021-03-19,0
2021-03-20,-7
2021-03-21,-4
2021-03-22,60
2021-03-23,0
2021-03-24,11
2021-03-25,-77
2021-03-26,443
2021-03-27,111
2021-03-28,98
2021-03-29,28
2021-03-30,26
2021-03-31,616
2021-04-01,18
2021-04-02,160
2021-04-03,268
2021-04-04,0
2021-04-05,563
2021-04-06,203
2021-04-07,35
2021-04-08,134
2021-04-09,48
2021-04-10,172
2021-04-11,161
2021-04-12,105
2021-04-13,144
2021-04-14,-7
2021-04-15,386
2021-04-16,511
2021-04-17,89
2021-04-18,0
2021-04-19,15
2021-04-20,238
2021-04-21,349
2021-04-22,119
2021-04-23,244
2021-04-24,88
2021-04-25,26
2021-04-26,0
2021-04-27,33
2021-04-28,0
2021-04-29,74
2021-04-30,6
2021-05-01,18
2021-05-02,0
2021-05-03,-98
2021-05-04,66
2021-05-05,50
2021-05-06,7
2021-05-07,80
2021-05-08,0
2021-05-09,0
2021-05-10,18
2021-05-11,6
2021-05-12,42
2021-05-13,3
2021-05-14,11
2021-05-15,0
2021-05-16,4
2021-05-17,91
2021-05-18,109
2021-05-19,0
2021-05-20,35
2021-05-21,3
2021-05-22,1
2021-05-23,19
2021-05-24,-4
2021-05-25,141
2021-05-26,4
2021-05-27,52
2021-05-28,16
2021-05-29,24
2021-05-30,16
2021-05-31,142
2021-06-01,6
2021-06-02,288
2021-06-03,248
2021-06-04,20
2021-06-05,0
2021-06-06,0
2021-06-07,0
2021-06-08,0
2021-06-09,7
2021-06-10,478
2021-06-11,212
2021-06-12,0
2021-06-13,29
2021-06-14,0
2021-06-15,92
2021-06-16,0
2021-06-17,0
2021-06-18,91
2021-06-19,12
2021-06-20,-6
2021-06-21,119
2021-06-22,172
2021-06-23,16
2021-06-24,-6
2021-06-25,-6
2021-06-26,3
2021-06-27,0
2021-06-28,15
2021-06-29,0
2021-06-30,318
2021-07-01,572
2021-07-02,0
2021-07-03,2
2021-07-04,-6
2021-07-05,0
2021-07-06,14
2021-07-07,0
2021-07-08,0
2021-07-09,25
2021-07-10,0
2021-07-11,224
2021-07-12,97
2021-07-13,255
2021-07-14,1042
2021-07-15,226
2021-07-16,55
2021-07-17,134
2021-07-18,10
2021-07-19,7
2021-07-20,-73
2021-07-21,90
2021-07-22,229
2021-07-23,0
2021-07-24,0
2021-07-25,18
2021-07-26,58
2021-07-27,42
2021-07-28,-45
2021-07-29,6
2021-07-30,0
2021-07-31,12
2021-08-01,6
2021-08-02,780
2021-08-03,18
2021-08-04,6
2021-08-05,29
2021-08-06,0
2021-08-07,0
2021-08-08,18
2021-08-09,0
2021-08-10,215
2021-08-11,62
2021-08-12,0
2021-08-13,8
2021-08-14,0
2021-08-15,0
2021-08-16,-31
2021-08-17,8
2021-08-18,191
2021-08-19,0
2021-08-20,-14
2021-08-21,28
2021-08-22,0
2021-08-23,162
2021-08-24,59
2021-08-25,72
2021-08-26,490
2021-08-27,615
2021-08-28,38
2021-08-29,102
2021-08-30,214
2021-08-31,38
2021-09-01,138
2021-09-02,776
2021-09-03,484
2021-09-04,1830
2021-09-05,112
2021-09-06,291
2021-09-07,421
2021-09-08,134
2021-09-09,19
2021-09-10,182
2021-09-11,25
2021-09-12,0
2021-09-13,80
2021-09-14,-3
2021-09-15,63
2021-09-16,93
2021-09-17,102
2021-09-18,0
2021-09-19,6
2021-09-20,0
2021-09-21,0
2021-09-22,0
2021-09-23,224
2021-09-24,0
2021-09-25,0
2021-09-26,0
2021-09-27,150
2021-09-28,0
2021-09-29,0
2021-09-30,0
2021-10-01,0
2021-10-02,0
2021-10-03,0
2021-10-04,77
2021-10-05,0
2021-10-06,191
2021-10-07,125
2021-10-08,0
2021-10-09,53
2021-10-10,0
2021-10-11,0
2021-10-12,75
2021-10-13,116
2021-10-14,161
2021-10-15,960
2021-10-16,1588
2021-10-17,0
2021-10-18,980
2021-10-19,575
2021-10-20,47
2021-10-21,48
2021-10-22,2
2021-10-23,-8
2021-10-24,8
2021-10-25,167
2021-10-26,12
2021-10-27,181
2021-10-28,-18
2021-10-29,170
2021-10-30,6
2021-10-31,0
2021-11-01,122
2021-11-02,528
2021-11-03,72
2021-11-04,92
2021-11-05,40
2021-11-06,0
2021-11-07,0
2021-11-08,260
2021-11-09,13
2021-11-10,426
2021-11-11,172
2021-11-12,559
2021-11-13,55
2021-11-14,8
2021-11-15,0
2021-11-16,210
2021-11-17,10
2021-11-18,52
2021-11-19,35
2021-11-20,0
2021-11-21,-6
2021-11-22,0
2021-11-23,167
2021-11-24,77
2021-11-25,77
2021-11-26,235
2021-11-27,0
2021-11-28,0
2021-11-29,-56
2021-11-30,332
2021-12-01,72
2021-12-02,1686
2021-12-03,306
2021-12-04,446
2021-12-05,114
2021-12-06,129
2021-12-07,42
2021-12-08,165
2021-12-09,159
2021-12-10,66
2021-12-11,465
2021-12-12,690
2021-12-13,235
2021-12-14,787
2021-12-15,55
2021-12-16,169
2021-12-17,6
2021-12-18,0
2021-12-19,0
2021-12-20,158
2021-12-21,12
2021-12-22,236
2021-12-23,549
2021-12-24,289
2021-12-25,4
2021-12-26,124
2021-12-27,76
2021-12-28,377
2021-12-29,543
2021-12-30,139
2021-12-31,36
2022-01-01,382
2022-01-02,630
2022-01-03,381
2022-01-04,1037
