modelName,score,rmse,spendTime,executionTime(s),startDate,endDate,random_seed,Dense1Units,Dense2Units,learning_rate,decay,momentum,nesterov,optimizer,loss,epochs,verbose,batch_size
rmseBeyond8,696.1162109,26.38401381,188.2207413,2022/6/18 11:47,2021/1/3,2021/1/17,200,57,5,1.00E-05,0,0.9,TRUE,sgd,mean_squared_error,2000,0,10
rmseBeyond8,271.143219,16.46642036,175.5594149,2022/6/18 11:50,2021/1/3,2021/1/17,200,13,50,1.00E-05,0,0.9,TRUE,sgd,mean_squared_error,2000,0,10
rmseBeyond8,113.5629425,10.656568,176.9138675,2022/6/18 11:53,2021/1/3,2021/1/17,200,48,22,1.00E-05,0,0.9,TRUE,sgd,mean_squared_error,2000,0,10
rmseBeyond8,106.4318085,10.31657989,178.7914226,2022/6/18 11:56,2021/1/3,2021/1/17,200,40,33,1.00E-05,0,0.9,TRUE,sgd,mean_squared_error,2000,0,10
rmseBeyond8,122.166275,11.0528749,181.013299,2022/6/18 11:59,2021/1/3,2021/1/17,200,36,134,1.00E-05,0,0.9,TRUE,sgd,mean_squared_error,2000,0,10
rmseBeyond8,66.09322357,8.1297766,179.0753479,2022/6/18 12:03,2021/1/3,2021/1/17,200,83,36,1.00E-05,0,0.9,TRUE,sgd,mean_squared_error,2000,0,10
rmseBeyond8,91.9763031,9.590441529,186.0770564,2022/6/18 12:06,2021/1/3,2021/1/17,200,126,80,1.00E-05,0,0.9,TRUE,sgd,mean_squared_error,2000,0,10
rmseBeyond8,191.9457092,13.85445509,181.3806212,2022/6/18 12:09,2021/1/3,2021/1/17,200,77,56,1.00E-05,0,0.9,TRUE,sgd,mean_squared_error,2000,0,10
rmseBeyond8,118.8303986,10.9009359,165.2115746,2022/6/18 12:12,2021/1/3,2021/1/17,200,19,6,1.00E-05,0,0.9,TRUE,sgd,mean_squared_error,2000,0,10
rmseBeyond8,316.6940308,17.79589629,181.7107818,2022/6/18 12:15,2021/1/3,2021/1/17,200,55,51,1.00E-05,0,0.9,TRUE,sgd,mean_squared_error,2000,0,10
rmseBeyond8,337.649231,18.3752486,181.0893686,2022/6/18 12:18,2021/1/3,2021/1/17,200,32,129,1.00E-05,0,0.9,TRUE,sgd,mean_squared_error,2000,0,10
rmseBeyond8,127.8689804,11.30792047,180.3960707,2022/6/18 12:21,2021/1/3,2021/1/17,200,84,45,1.00E-05,0,0.9,TRUE,sgd,mean_squared_error,2000,0,10
rmseBeyond8,462.7814331,21.51233278,185.8325503,2022/6/18 12:24,2021/1/3,2021/1/17,200,130,126,1.00E-05,0,0.9,TRUE,sgd,mean_squared_error,2000,0,10
rmseBeyond8,335.3826599,18.31343523,151.9934003,2022/6/18 12:27,2021/1/3,2021/1/17,200,5,21,1.00E-05,0,0.9,TRUE,sgd,mean_squared_error,2000,0,10
rmseBeyond8,265.163269,16.28385229,174.3352382,2022/6/18 12:30,2021/1/3,2021/1/17,200,45,53,1.00E-05,0,0.9,TRUE,sgd,mean_squared_error,2000,0,10
rmseBeyond8,226.3722382,15.04567174,158.6363068,2022/6/18 12:33,2021/1/3,2021/1/17,200,26,6,1.00E-05,0,0.9,TRUE,sgd,mean_squared_error,2000,0,10
rmseBeyond8,535.4286499,23.13934277,185.2674837,2022/6/18 12:36,2021/1/3,2021/1/17,200,140,140,1.00E-05,0,0.9,TRUE,sgd,mean_squared_error,2000,0,10
rmseBeyond8,145.0192566,12.04238286,176.8860703,2022/6/18 12:39,2021/1/3,2021/1/17,200,33,114,1.00E-05,0,0.9,TRUE,sgd,mean_squared_error,2000,0,10
rmseBeyond8,338.3287964,18.39372683,12325.84774,2022/6/18 16:04,2021/1/3,2021/1/17,200,28,73,1.00E-05,0,0.9,TRUE,sgd,mean_squared_error,2000,0,10
rmseBeyond8,284.3304443,16.86210628,179.5357594,2022/6/18 16:08,2021/1/3,2021/1/17,200,80,30,1.00E-05,0,0.9,TRUE,sgd,mean_squared_error,2000,0,10
rmseBeyond8,340.2484436,18.44582475,173.1343939,2022/6/18 16:11,2021/1/3,2021/1/17,200,66,6,1.00E-05,0,0.9,TRUE,sgd,mean_squared_error,2000,0,10
rmseBeyond8,158.906723,12.60581731,182.9932847,2022/6/18 16:14,2021/1/3,2021/1/17,200,116,34,1.00E-05,0,0.9,TRUE,sgd,mean_squared_error,2000,0,10
rmseBeyond8,112.9711914,10.62876909,179.5787258,2022/6/18 16:17,2021/1/3,2021/1/17,200,15,93,1.00E-05,0,0.9,TRUE,sgd,mean_squared_error,2000,0,10
