modelName,score,rmse,spendTime,executionTime(s),startDate,endDate,random_seed,Dense1Units,Dense2Units,learning_rate,decay,momentum,nesterov,optimizer,loss,epochs,verbose,batch_size
rmseBeyond8,1262.245361328125,35.52808838184391,84.68026280403137,2022/06/18 09:50:14,2021-01-03,2021-12-29,200,10,73,1e-05,0,0.9,True,sgd,mean_squared_error,2000,0,10
rmseBeyond8,1597.9072265625,39.973834679493386,91.86268496513368,2022/06/18 09:51:50,2021-01-03,2021-12-29,200,96,111,1e-05,0,0.9,True,sgd,mean_squared_error,2000,0,10
rmseBeyond8,1739.891845703125,41.71200980423647,88.45932149887085,2022/06/18 09:53:22,2021-01-03,2021-12-29,200,95,72,1e-05,0,0.9,True,sgd,mean_squared_error,2000,0,10
