,date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover
163,2017-09-04,2330,15053185,3273164145,216.5,218.0,215.5,217.5,1.0,8635
164,2017-09-05,2330,34514275,7503488603,218.0,218.0,216.5,218.0,0.5,7065
165,2017-09-06,2330,28148528,6117444609,216.5,218.0,216.0,217.0,-1.0,6999
166,2017-09-07,2330,19198540,4170321680,218.0,218.5,216.0,217.0,0.0,6586
167,2017-09-08,2330,25512045,5549520265,217.0,218.0,216.5,218.0,1.0,7969
168,2017-09-11,2330,19387886,4215723762,219.0,219.5,216.5,217.0,-1.0,5305
169,2017-09-12,2330,24862321,5437521978,219.0,219.5,217.5,219.0,2.0,5992
170,2017-09-13,2330,18336541,3998984438,217.5,219.0,217.5,218.0,-1.0,4598
171,2017-09-14,2330,21508567,4701852606,218.5,219.0,217.5,218.5,0.5,6314
172,2017-09-15,2330,48901103,10668230939,218.5,219.0,217.0,218.5,0.0,5253
173,2017-09-18,2330,17812705,3905801892,219.0,220.0,218.0,219.5,1.0,6714
174,2017-09-19,2330,26255575,5742129525,221.5,221.5,220.0,221.5,2.0,11072
175,2017-09-20,2330,23434237,5179958449,221.0,222.0,220.0,221.5,0.0,9347
176,2017-09-21,2330,18645565,4125047365,221.0,223.0,220.0,221.0,-0.5,6604
177,2017-09-22,2330,22456370,4930530220,221.5,222.0,218.5,218.5,-2.5,7431
178,2017-09-25,2330,17458286,3797761662,217.5,218.5,217.0,217.0,-1.5,6250
179,2017-09-26,2330,25003901,5392244669,217.5,218.0,214.0,214.0,-3.0,8768
180,2017-09-27,2330,24794510,5353580844,217.5,217.5,215.0,215.0,1.0,7326
181,2017-09-28,2330,31616062,6788534834,215.0,216.0,213.5,214.0,-1.0,7749
182,2017-09-29,2330,23954708,5184362760,216.0,217.5,215.5,216.5,2.5,7507
183,2017-09-30,2330,4254045,924823765,218.0,218.5,216.5,216.5,0.0,2446
184,2017-10-02,2330,28360551,6233064680,219.5,220.5,218.5,220.5,4.0,10605
185,2017-10-03,2330,38330938,8497244691,219.0,223.0,219.0,222.5,2.0,12703
186,2017-10-05,2330,25397939,5691251336,222.0,225.5,222.0,224.5,2.0,8601
187,2017-10-06,2330,16040516,3604683862,225.0,225.5,223.5,224.5,0.0,7612
188,2017-10-11,2330,67649562,15633206754,226.5,233.5,226.5,233.0,8.5,20879
189,2017-10-12,2330,44176186,10450920432,235.0,237.5,234.5,237.5,4.5,16490
190,2017-10-13,2330,23145071,5465540327,237.5,237.5,234.5,237.5,0.0,10507
191,2017-10-16,2330,20673072,4906963355,237.5,238.0,236.0,238.0,0.5,6764
192,2017-10-17,2330,17652304,4171891244,238.0,238.0,235.0,235.5,-2.5,6336
193,2017-10-18,2330,28970850,6901364183,239.5,239.5,237.0,237.5,2.0,10330
194,2017-10-19,2330,23481776,5636769464,239.5,241.5,239.0,239.0,1.5,9033
195,2017-10-20,2330,27056035,6456386670,238.0,239.5,237.5,237.5,-1.5,7206
196,2017-10-23,2330,15959559,3820927681,239.0,240.0,238.5,239.0,1.5,6686
197,2017-10-24,2330,16100570,3842463252,240.0,240.0,238.0,238.0,-1.0,6034
198,2017-10-25,2330,17205187,4099505436,238.5,239.0,237.5,238.0,0.0,5808
199,2017-10-26,2330,12959717,3069618429,237.0,238.0,236.0,236.0,-2.0,4947
200,2017-10-27,2330,18040541,4304460160,237.5,240.0,237.5,239.0,3.0,5715
201,2017-10-30,2330,30241990,7358619170,242.0,245.0,241.5,243.0,4.0,10609
202,2017-10-31,2330,22582013,5497062659,243.5,245.0,241.5,243.0,0.0,8176
203,2017-11-01,2330,20465054,4975624502,243.5,245.0,241.5,242.5,-0.5,6464
204,2017-11-02,2330,16309342,3940181714,242.0,242.5,240.5,241.0,-1.5,5912
205,2017-11-03,2330,18327682,4386122470,240.5,241.0,238.5,239.0,-2.0,5621
206,2017-11-06,2330,21029515,5063670900,243.5,244.0,239.0,239.5,0.5,6601
207,2017-11-07,2330,21689261,5266500464,242.0,244.0,241.5,244.0,4.5,6729
208,2017-11-08,2330,14579103,3536455029,243.0,243.5,242.0,242.5,-1.5,4610
209,2017-11-09,2330,21366949,5151628572,240.5,243.0,240.0,241.0,-1.5,6339
210,2017-11-10,2330,15061296,3629826936,240.0,242.0,239.5,240.5,-0.5,4465
211,2017-11-13,2330,12087858,2904559294,240.0,241.5,239.5,239.5,-1.0,4288
212,2017-11-14,2330,17229176,4132433432,241.0,241.0,239.0,240.0,0.5,4130
213,2017-11-15,2330,29720308,7063591898,239.0,239.5,236.0,237.5,-2.5,9224
214,2017-11-16,2330,17274172,4118927788,238.0,240.0,237.5,238.0,0.5,5683
215,2017-11-17,2330,18741825,4528440917,240.5,242.5,240.5,241.5,3.5,5647
216,2017-11-20,2330,19811271,4744311377,241.0,241.5,238.0,238.5,-3.0,5935
217,2017-11-21,2330,22878024,5529803248,240.0,243.0,239.5,243.0,4.5,7942
218,2017-11-22,2330,27251431,6631376152,244.5,244.5,242.0,242.0,-1.0,7655
219,2017-11-23,2330,9562763,2320934646,242.0,243.5,241.5,242.5,0.5,4253
220,2017-11-24,2330,11404453,2777319771,242.0,244.5,241.5,244.0,1.5,3910
221,2017-11-27,2330,32247327,7696717391,240.0,240.0,237.0,237.0,-7.0,14743
222,2017-11-28,2330,47834178,11198457400,234.5,235.0,233.0,234.0,-3.0,15262
223,2017-11-29,2330,26535797,6234161137,235.0,236.0,234.5,234.5,0.5,6976
224,2017-11-30,2330,112262770,25539072296,226.5,230.5,226.0,226.0,-8.5,21352
225,2017-12-01,2330,38356265,8830392980,228.5,233.5,227.5,231.0,5.0,17632
226,2017-12-04,2330,22939032,5347622547,232.5,234.5,231.0,234.0,3.0,7763
227,2017-12-05,2330,30189765,6938661754,231.0,231.0,228.5,229.5,-4.5,11202
228,2017-12-06,2330,34031690,7752572207,228.0,229.5,226.5,227.0,-2.5,10749
229,2017-12-07,2330,41619903,9349711831,226.5,226.5,222.5,226.5,-0.5,13336
230,2017-12-08,2330,38183260,8678808540,231.0,231.0,224.5,227.0,0.5,9485
231,2017-12-11,2330,20649609,4706571094,228.5,229.0,227.0,227.5,0.5,6384
232,2017-12-12,2330,28188584,6399536562,229.5,229.5,225.0,227.5,0.0,6210
233,2017-12-13,2330,19619331,4454578768,227.5,228.0,226.5,227.0,-0.5,6108
234,2017-12-14,2330,17263313,3956456249,228.0,230.5,227.5,230.5,3.5,6689
235,2017-12-15,2330,42725779,9781791170,228.5,230.0,226.5,230.0,-0.5,7602
236,2017-12-18,2330,15702664,3565805928,227.0,228.0,226.5,227.0,-3.0,5961
237,2017-12-19,2330,25899129,5844605314,226.5,228.5,224.0,225.0,-2.0,7609
238,2017-12-20,2330,34514333,7748610375,225.0,225.5,223.5,224.5,-0.5,10336
239,2017-12-21,2330,20826164,4696105505,226.5,227.0,224.5,225.0,0.5,5893
240,2017-12-22,2330,19106483,4315809802,225.0,227.5,224.0,227.5,2.5,6146
241,2017-12-25,2330,4579675,1045118165,228.0,229.5,226.5,228.5,1.0,2288
242,2017-12-26,2330,13755843,3118538018,229.0,229.0,225.0,226.0,-2.5,3550
243,2017-12-27,2330,12515245,2820168625,225.0,226.0,225.0,225.0,-1.0,5717
244,2017-12-28,2330,24370371,5521736966,226.5,228.0,225.0,226.0,1.0,7413
245,2017-12-29,2330,25610443,5861624377,227.5,230.0,226.5,229.5,3.5,8325
246,2018-01-02,2330,18055269,4188555408,231.5,232.5,231.0,232.5,3.0,9954
247,2018-01-03,2330,31706091,7504382512,236.0,238.0,235.5,237.0,4.5,13633
248,2018-01-04,2330,29179613,6963192636,240.0,240.0,236.5,239.5,2.5,10953
249,2018-01-05,2330,23721255,5681934695,240.0,240.0,238.0,240.0,0.5,8659
250,2018-01-08,2330,21846692,5281823362,242.0,242.5,240.5,242.0,2.0,10251
251,2018-01-09,2330,19043123,4588314012,242.0,242.0,239.5,242.0,0.0,7124
252,2018-01-10,2330,25716220,6118683273,241.5,242.0,236.0,236.5,-5.5,10534
253,2018-01-11,2330,32070338,7500674455,235.0,236.0,232.5,235.0,-1.5,9199
254,2018-01-12,2330,23141291,5463302207,234.5,238.0,233.5,237.0,2.0,7905
255,2018-01-15,2330,28576533,6832851887,240.0,240.0,238.0,240.0,3.0,9756
256,2018-01-16,2330,23407632,5609009540,240.0,240.5,238.0,240.5,0.5,8156
257,2018-01-17,2330,38118119,9207582787,240.5,243.0,239.0,242.0,1.5,12593
258,2018-01-18,2330,50119952,12406562364,245.0,250.0,245.0,248.5,6.5,19482
259,2018-01-19,2330,55061292,13975174348,253.5,255.5,251.5,255.5,7.0,18801
260,2018-01-22,2330,45907509,11934882643,257.5,262.0,257.0,261.5,6.0,13558
261,2018-01-23,2330,34606444,9155080569,262.5,266.0,262.5,266.0,4.5,13993
262,2018-01-24,2330,42600813,11022372004,263.0,263.0,256.5,258.0,-8.0,17287
263,2018-01-25,2330,46214756,11981089514,258.0,264.0,256.5,258.0,0.0,15826
264,2018-01-26,2330,43514523,11101977348,256.5,257.5,253.5,255.0,-3.0,12821
265,2018-01-29,2330,31306234,8067780117,259.0,261.5,255.0,258.5,3.5,12211
266,2018-01-30,2330,37410591,9523980994,256.0,257.5,252.5,253.0,-5.5,12987
267,2018-01-31,2330,45807808,11670582000,253.0,257.5,252.0,255.0,2.0,13553
268,2018-02-01,2330,30900457,8022694430,257.5,261.0,257.0,259.5,4.5,13598
269,2018-02-02,2330,25707560,6633344540,259.0,260.0,255.0,259.5,0.0,11404
270,2018-02-05,2330,46554379,11742299859,251.0,254.5,250.5,253.0,-6.5,16909
271,2018-02-06,2330,104448048,24944565955,242.5,243.5,234.0,239.0,-14.0,35455
272,2018-02-07,2330,82299178,19903032966,245.0,245.5,239.5,240.0,1.0,22962
273,2018-02-08,2330,31192550,7468970072,239.5,242.0,238.0,238.5,-1.5,10274
274,2018-02-09,2330,65939265,15227192540,230.0,233.0,228.5,232.5,-6.0,19749
275,2018-02-12,2330,42917236,10113012768,235.5,237.5,235.0,236.5,4.0,10851
276,2018-02-21,2330,76396174,18582475956,244.5,244.5,242.0,242.5,6.0,21512
277,2018-02-22,2330,45492993,10977665819,244.0,244.0,239.0,239.5,-3.0,10071
278,2018-02-23,2330,26985776,6578657620,241.0,245.0,241.0,245.0,5.5,10178
279,2018-02-26,2330,36165810,8910352170,247.0,247.5,245.0,246.5,1.5,12565
280,2018-02-27,2330,44699119,11061945363,250.5,250.5,246.0,246.0,-0.5,10908
281,2018-03-01,2330,43847984,10669194561,244.0,245.0,242.0,243.0,-3.0,11589
282,2018-03-02,2330,35289170,8453712014,240.0,241.0,238.5,240.0,-3.0,10440
283,2018-03-05,2330,27337846,6607367732,242.5,243.0,240.5,241.5,1.5,9321
284,2018-03-06,2330,36945780,9155812210,245.5,250.0,245.5,250.0,8.5,13977
285,2018-03-07,2330,30391219,7525601638,248.0,248.5,246.0,247.0,-3.0,10521
286,2018-03-08,2330,20645694,5172732531,249.5,251.5,249.0,249.5,2.5,8817
287,2018-03-09,2330,22887063,5723277170,250.0,251.0,248.5,250.5,1.0,7050
288,2018-03-12,2330,25100615,6370529728,252.0,255.0,251.5,254.0,3.5,10550
289,2018-03-13,2330,34264883,8816553606,255.5,259.0,255.0,259.0,5.0,11700
290,2018-03-14,2330,24254838,6220805864,256.5,257.5,255.5,257.0,-2.0,8518
291,2018-03-15,2330,19396493,4965546715,258.0,258.0,255.0,255.0,-2.0,5945
292,2018-03-16,2330,62989326,15930805360,253.0,256.0,249.5,255.0,0.0,18058
293,2018-03-19,2330,22440766,5679567964,252.5,255.5,251.0,255.0,0.0,9888
294,2018-03-20,2330,22335151,5640426203,253.0,254.0,251.5,253.0,-2.0,9334
295,2018-03-21,2330,32977737,8325162114,255.0,255.0,251.0,252.5,-0.5,11575
296,2018-03-22,2330,27000718,6797045014,254.5,254.5,249.5,251.5,-1.0,10475
297,2018-03-23,2330,52974390,12994667867,245.0,247.0,244.0,245.0,-6.5,20513
298,2018-03-26,2330,39487945,9582954454,241.5,244.5,241.5,243.5,-1.5,11404
299,2018-03-27,2330,31100260,7732298021,248.0,251.0,247.0,251.0,7.5,11698
300,2018-03-28,2330,29924411,7349468217,247.5,248.0,244.0,245.0,-6.0,13041
301,2018-03-29,2330,36427345,8888435870,243.0,247.0,242.5,244.0,-1.0,12832
302,2018-03-30,2330,16996346,4212690462,247.5,249.5,246.0,246.0,2.0,7578
303,2018-03-31,2330,3603912,893664176,247.5,249.0,246.5,247.5,1.5,2409
304,2018-04-02,2330,19029003,4702581241,248.5,249.0,245.0,246.5,-1.0,6951
305,2018-04-03,2330,35813944,8710200224,243.0,244.5,242.0,244.0,-2.5,13270
306,2018-04-09,2330,35465824,8716801768,248.0,248.0,243.5,245.0,1.0,12437
307,2018-04-10,2330,25268994,6231896018,244.5,249.0,243.5,245.5,0.5,11912
308,2018-04-11,2330,21777935,5391978180,246.5,248.5,246.5,248.0,2.5,8813
309,2018-04-12,2330,20476657,5028226522,248.5,248.5,244.0,245.0,-3.0,6898
310,2018-04-13,2330,19946548,4885963546,246.0,246.0,244.0,244.5,-0.5,5549
311,2018-04-16,2330,21608528,5251556179,243.0,244.0,242.0,243.5,-1.0,8436
312,2018-04-17,2330,42756389,10232256860,243.0,243.5,237.5,238.0,-5.5,18381
313,2018-04-18,2330,44768048,10668587090,239.5,241.5,236.5,238.0,0.0,12132
314,2018-04-19,2330,33230989,8081404960,242.0,244.5,241.0,244.5,6.5,10987
315,2018-04-20,2330,129890087,29837344632,228.0,231.5,228.0,229.0,-15.5,46349
316,2018-04-23,2330,71901975,16282275410,226.5,227.5,225.0,226.5,-2.5,22048
317,2018-04-24,2330,45206892,10233860296,225.0,227.5,225.0,227.0,0.5,13970
318,2018-04-25,2330,48975110,11032111105,225.5,226.0,224.0,225.0,-2.0,15136
319,2018-04-26,2330,48176657,10766085521,225.0,225.5,221.0,222.0,-3.0,16253
320,2018-04-27,2330,34443459,7679131764,225.0,225.5,221.0,223.5,1.5,10859
321,2018-04-30,2330,28500789,6448117416,224.5,228.0,222.5,227.0,3.5,9480
322,2018-05-02,2330,38436942,8633492540,227.0,227.5,222.5,223.0,-4.0,11445
323,2018-05-03,2330,33507731,7399813831,221.0,222.5,220.0,220.5,-2.5,12287
324,2018-05-04,2330,28477722,6330594053,221.0,224.0,220.5,223.0,2.5,8445
325,2018-05-07,2330,23751759,5309421525,225.0,225.5,221.5,223.5,0.5,8951
326,2018-05-08,2330,40324763,9146327464,224.0,228.5,223.5,228.0,4.5,13229
327,2018-05-09,2330,35597934,8188991070,228.5,232.0,228.5,229.5,1.5,12616
328,2018-05-10,2330,27530377,6337230710,231.0,231.5,229.0,229.5,0.0,11051
329,2018-05-11,2330,30693910,7138428530,232.0,234.0,230.5,233.0,3.5,11920
330,2018-05-14,2330,23577637,5502726121,234.5,234.5,232.5,233.0,0.0,7666
331,2018-05-15,2330,23771769,5493470187,233.5,234.0,229.5,230.5,-2.5,7810
332,2018-05-16,2330,14834107,3408682013,229.5,230.5,228.5,230.5,0.0,5398
333,2018-05-17,2330,27702737,6322484836,231.0,231.5,226.5,226.5,-4.0,8428
334,2018-05-18,2330,28187541,6327474145,225.5,227.5,223.5,223.5,-3.0,9720
335,2018-05-21,2330,16417815,3751438835,225.0,230.0,225.0,229.0,5.5,7591
336,2018-05-22,2330,22422097,5175634112,230.0,233.5,229.0,229.0,0.0,6963
337,2018-05-23,2330,26737899,6146178621,231.5,231.5,228.5,228.5,-0.5,5059
338,2018-05-24,2330,13450610,3082675140,229.5,230.0,228.5,229.0,0.5,4240
339,2018-05-25,2330,16486294,3769909946,228.5,229.5,228.0,228.5,-0.5,5474
340,2018-05-28,2330,17673270,4020203060,229.5,230.0,226.5,227.0,-1.5,7239
341,2018-05-29,2330,25770776,5782293276,226.5,226.5,223.5,225.0,-2.0,11400
342,2018-05-30,2330,49667788,10997306304,224.0,224.0,220.5,221.0,-4.0,21406
343,2018-05-31,2330,96587458,21553655265,221.5,224.0,220.5,224.0,3.0,12737
344,2018-06-01,2330,36652094,8209412370,224.5,226.5,224.0,224.0,0.0,7627
345,2018-06-04,2330,31257480,7131988670,227.5,229.0,227.0,229.0,5.0,9746
346,2018-06-05,2330,27714384,6329201896,230.0,230.0,226.5,229.0,0.0,8509
347,2018-06-06,2330,30375441,6961135060,229.0,230.0,227.0,230.0,1.0,9758
348,2018-06-07,2330,25277266,5809345446,231.0,231.5,228.0,230.0,0.0,9146
349,2018-06-08,2330,24192851,5493234408,229.0,229.0,226.0,227.0,-3.0,7775
350,2018-06-11,2330,22028933,4980629259,226.5,227.0,225.0,226.0,-1.0,6726
351,2018-06-12,2330,30189360,6837374510,225.0,229.0,224.0,229.0,3.0,8281
352,2018-06-13,2330,36081120,8311856296,229.0,232.0,228.0,232.0,3.0,10687
353,2018-06-14,2330,36932041,8423126398,230.0,230.0,226.5,226.5,-5.5,12252
354,2018-06-15,2330,49506679,11291127719,225.0,231.0,224.0,231.0,4.5,10090
355,2018-06-19,2330,61142624,13754800554,225.5,226.0,224.0,225.0,-6.0,19088
356,2018-06-20,2330,40708701,9175159127,224.5,227.5,223.5,226.0,1.0,13262
357,2018-06-21,2330,32572707,7379769339,227.5,228.0,226.0,226.5,0.5,9421
358,2018-06-22,2330,44211409,9994644852,224.5,227.5,224.0,227.5,1.0,14388
359,2018-06-25,2330,49058211,10749795782,220.0,220.5,218.0,218.0,0.0,17959
360,2018-06-26,2330,43080346,9242648746,215.5,216.0,212.5,214.5,-3.5,15639
361,2018-06-27,2330,40863414,8742004301,216.0,216.0,212.5,213.0,-1.5,12681
362,2018-06-28,2330,38816780,8231075920,211.0,214.5,210.0,212.0,-1.0,10772
363,2018-06-29,2330,36848680,7919779720,212.0,217.0,212.0,216.5,4.5,8652
364,2018-07-02,2330,33496442,7257081470,218.5,219.0,214.0,214.0,-2.5,8508
365,2018-07-03,2330,28663220,6173115899,215.5,218.0,213.5,214.5,0.5,7758
366,2018-07-04,2330,15359295,3324927032,217.0,217.5,215.5,216.0,1.5,5434
367,2018-07-05,2330,18225416,3904832940,214.0,215.0,213.0,214.5,-1.5,5581
368,2018-07-06,2330,31344962,6779063394,217.5,217.5,215.0,217.0,2.5,8620
369,2018-07-09,2330,41165793,9100880393,219.5,223.0,218.5,221.5,4.5,14795
370,2018-07-10,2330,20196957,4498264914,223.0,224.0,222.0,222.0,0.5,6922
371,2018-07-11,2330,19854690,4355547100,220.0,220.0,218.0,220.0,-2.0,7437
372,2018-07-12,2330,23806051,5246628771,218.0,222.0,218.0,220.5,0.5,7885
373,2018-07-13,2330,30419311,6799894334,222.5,224.5,222.5,224.5,4.0,11723
374,2018-07-16,2330,16107254,3612296896,224.5,225.0,223.5,223.5,-1.0,6321
375,2018-07-17,2330,22554436,5003028272,222.5,223.5,221.0,221.5,-2.0,8636
376,2018-07-18,2330,45802658,10221407834,223.0,224.0,222.0,223.0,1.5,12139
377,2018-07-19,2330,43976216,9930715930,225.5,227.0,224.5,224.5,1.5,12076
378,2018-07-20,2330,103652023,24367904428,235.0,237.5,233.0,237.5,13.0,39544
379,2018-07-23,2330,52269877,12621500480,239.0,245.0,238.5,241.0,3.5,19777
380,2018-07-24,2330,27468267,6599675515,240.0,241.5,238.5,241.0,0.0,10574
381,2018-07-25,2330,21530312,5173924310,239.0,241.0,239.0,240.5,-0.5,8491
382,2018-07-26,2330,30856388,7435261120,241.0,242.5,239.5,241.0,0.5,10235
383,2018-07-27,2330,27129646,6605479210,242.0,244.5,241.0,244.5,3.5,12493
384,2018-07-30,2330,22803730,5585710909,244.5,245.5,244.0,245.5,1.0,9953
385,2018-07-31,2330,28202542,6912550610,243.5,246.0,242.0,246.0,0.5,9460
386,2018-08-01,2330,29777161,7375488342,247.0,248.0,246.5,248.0,2.0,11667
387,2018-08-02,2330,22775110,5611725541,249.0,249.5,243.5,244.5,-3.5,10343
388,2018-08-03,2330,25165097,6205758662,246.0,248.0,245.0,247.0,2.5,9585
389,2018-08-06,2330,22364568,5487396854,245.0,247.0,244.0,245.5,-1.5,9732
390,2018-08-07,2330,24352418,5922738042,245.0,245.5,241.5,241.5,-4.0,9665
391,2018-08-08,2330,24382432,6011480272,245.0,247.5,244.5,247.5,6.0,10247
392,2018-08-09,2330,15128655,3740736404,247.0,248.0,246.0,247.0,-0.5,7127
393,2018-08-10,2330,16125492,3961311040,246.5,247.0,244.5,245.0,-2.0,6558
394,2018-08-13,2330,17881194,4302280285,241.5,243.0,239.0,240.5,-4.5,9875
395,2018-08-14,2330,17488913,4262753253,245.0,245.0,242.5,243.5,3.0,7415
396,2018-08-15,2330,19236321,4642117523,244.5,244.5,239.5,241.5,-2.0,8920
397,2018-08-16,2330,19155966,4587260340,238.0,241.5,238.0,239.0,-2.5,9397
398,2018-08-17,2330,19634474,4707354383,239.5,241.0,239.0,239.5,0.5,6680
399,2018-08-20,2330,17014437,4068729103,239.5,240.0,238.0,239.5,0.0,6640
400,2018-08-21,2330,13871127,3328215657,239.0,241.0,238.5,241.0,1.5,5474
401,2018-08-22,2330,12679240,3063201922,241.5,242.5,240.5,242.0,1.0,5009
402,2018-08-23,2330,17216240,4200671070,243.0,244.5,243.0,244.5,2.5,5660
403,2018-08-24,2330,15446943,3772959070,245.5,246.0,243.0,243.5,-1.0,5099
404,2018-08-27,2330,15579299,3825736755,246.0,246.5,244.5,245.0,1.5,7858
405,2018-08-28,2330,40410531,10075613779,248.5,250.0,248.0,249.5,4.5,16881
406,2018-08-29,2330,57633182,14784556456,253.5,259.0,253.5,259.0,9.5,25668
407,2018-08-30,2330,52622808,13914404873,264.5,268.0,262.5,263.5,4.5,22862
408,2018-08-31,2330,70000506,17920548387,257.5,259.0,254.0,256.0,-7.5,19019
409,2018-09-03,2330,34510555,8901193266,259.0,260.0,256.5,257.0,1.0,11442
410,2018-09-04,2330,41455615,10654493061,258.5,259.5,255.5,257.5,0.5,9069
411,2018-09-05,2330,52706459,13833360422,260.0,264.5,259.0,264.0,6.5,16421
412,2018-09-06,2330,39779488,10467251488,268.0,268.0,261.0,261.0,-3.0,11996
413,2018-09-07,2330,44746728,11753033262,263.0,264.0,260.5,264.0,3.0,15015
414,2018-09-10,2330,62851599,16669866076,266.5,266.5,262.5,264.5,0.5,15504
415,2018-09-11,2330,44981276,11709484991,263.0,263.5,258.0,260.0,-4.5,14768
416,2018-09-12,2330,38415965,9987682900,261.0,262.0,258.0,260.5,0.5,12104
417,2018-09-13,2330,37959180,9721989110,260.0,260.0,253.5,255.0,-5.5,14987
418,2018-09-14,2330,40034219,10379404959,257.0,261.5,257.0,261.0,6.0,15690
419,2018-09-17,2330,25041358,6483537091,262.5,262.5,257.0,258.0,-3.0,10710
420,2018-09-18,2330,34381152,8771502830,256.5,257.0,254.0,254.5,-3.5,11097
421,2018-09-19,2330,69978711,18074954749,258.0,260.0,257.0,258.0,3.5,14056
422,2018-09-20,2330,35577071,9225009310,261.5,261.5,257.5,260.0,2.0,9444
423,2018-09-21,2330,36500974,9510363894,261.5,261.5,258.0,261.5,1.5,10159
424,2018-09-25,2330,24978062,6552894296,261.5,264.0,260.5,263.5,2.0,10082
425,2018-09-26,2330,25061115,6577367245,263.0,263.5,261.0,263.5,0.0,7007
426,2018-09-27,2330,38495371,10185827315,264.0,266.0,262.0,265.0,1.5,11536
427,2018-09-28,2330,39645486,10412455506,266.0,266.0,260.0,262.5,-2.5,13060
428,2018-10-01,2330,22409380,5882532290,262.0,264.0,261.0,263.0,0.5,11914
429,2018-10-02,2330,38391491,9926505357,262.0,263.0,257.0,257.5,-5.5,17095
430,2018-10-03,2330,25228536,6527393860,257.5,260.0,257.0,260.0,2.5,9992
431,2018-10-04,2330,38009727,9690178362,257.0,257.5,254.0,254.0,-6.0,15094
432,2018-10-05,2330,40396660,10101451270,250.0,253.0,248.5,250.0,-4.0,16031
433,2018-10-08,2330,51083958,12426290240,245.5,246.5,241.0,243.5,-6.5,20745
434,2018-10-09,2330,28933345,7051600725,243.5,245.0,242.0,244.0,0.5,11743
435,2018-10-11,2330,96033657,22115862239,233.5,233.5,227.0,227.5,-16.5,37543
436,2018-10-12,2330,54439769,12650322522,231.0,237.0,229.0,237.0,9.5,17980
437,2018-10-15,2330,46471280,10766953220,234.0,234.0,230.5,230.5,-6.5,16558
438,2018-10-16,2330,39129077,9155829047,229.5,237.0,229.0,237.0,6.5,15182
439,2018-10-17,2330,42887858,10318955161,241.5,243.0,238.0,238.5,1.5,17550
440,2018-10-18,2330,27793430,6587887632,238.0,239.0,235.5,236.5,-2.0,10599
441,2018-10-19,2330,29648460,6927405460,231.0,236.5,230.0,236.0,-0.5,12378
442,2018-10-22,2330,29275777,6872467149,232.5,238.0,231.5,237.0,1.0,10384
443,2018-10-23,2330,36757745,8538586595,232.0,234.0,230.0,230.0,-7.0,13071
444,2018-10-24,2330,45480950,10426514872,230.0,231.0,227.0,229.5,-0.5,17339
445,2018-10-25,2330,75524118,16643542368,220.5,222.0,219.5,219.5,-10.0,27514
446,2018-10-26,2330,54073644,11941421696,223.0,224.0,217.0,221.0,1.5,17106
447,2018-10-29,2330,18463792,4107663616,223.0,224.0,221.0,222.5,1.5,7679
448,2018-10-30,2330,29085931,6487213284,221.0,225.0,220.5,223.0,0.5,8574
449,2018-10-31,2330,59933201,13844478353,228.0,234.0,228.0,234.0,11.0,19183
450,2018-11-01,2330,44514797,10480329245,236.0,237.0,233.0,235.5,1.5,11435
451,2018-11-02,2330,30785361,7249667833,236.5,236.5,233.5,236.5,1.0,11223
452,2018-11-05,2330,28157065,6592130635,233.0,235.5,232.0,235.0,-1.5,6994
453,2018-11-06,2330,35501176,8311988968,234.0,235.5,232.5,234.5,-0.5,7013
454,2018-11-07,2330,39842652,9337023278,233.0,236.0,232.5,234.0,-0.5,7387
455,2018-11-08,2330,28086146,6645771069,237.5,237.5,236.0,236.5,2.5,9461
456,2018-11-09,2330,23792081,5526997792,234.5,234.5,231.0,231.0,-5.5,7886
457,2018-11-12,2330,26202445,6101377163,230.0,234.5,230.0,231.5,0.5,6252
458,2018-11-13,2330,37565127,8504691960,224.5,228.0,224.5,227.5,-4.0,11507
459,2018-11-14,2330,24565279,5639284241,230.0,231.0,228.5,228.5,1.0,6007
460,2018-11-15,2330,22230228,5124189444,229.5,232.0,228.5,231.0,2.5,5996
461,2018-11-16,2330,47138909,10696822542,229.0,229.0,225.0,226.0,-5.0,16009
462,2018-11-19,2330,51034754,11355347628,225.0,225.0,221.0,222.0,-4.0,16289
463,2018-11-20,2330,45686756,9995960780,219.0,220.5,218.0,218.0,-4.0,16874
464,2018-11-21,2330,38478343,8361178460,214.5,220.0,214.0,219.0,1.0,13580
465,2018-11-22,2330,22060610,4867686945,221.5,222.0,219.0,219.0,0.0,9095
466,2018-11-23,2330,15553334,3406422046,220.5,220.5,217.0,218.5,-0.5,6164
467,2018-11-26,2330,35267804,7847501792,219.0,224.0,218.5,223.0,4.5,9422
468,2018-11-27,2330,32676349,7239283641,220.0,224.5,219.0,224.0,1.0,10170
469,2018-11-28,2330,24759026,5560623349,222.5,227.0,222.0,226.5,2.5,8316
470,2018-11-29,2330,46206207,10629450003,231.5,231.5,229.0,229.0,2.5,15849
471,2018-11-30,2330,57352957,12995823319,229.5,231.0,225.5,225.5,-3.5,10931
472,2018-12-03,2330,49612186,11579966474,231.0,235.0,231.0,235.0,9.5,19747
473,2018-12-04,2330,41947162,9791147799,233.0,234.5,231.0,234.0,-1.0,12545
474,2018-12-05,2330,45634576,10316394736,226.5,227.5,225.0,226.0,-8.0,15703
475,2018-12-06,2330,40181112,8853295746,220.0,222.0,219.5,220.0,-6.0,15702
476,2018-12-07,2330,31997568,7097739916,222.5,223.5,220.5,221.0,1.0,8315
