PublishDate,Sentence,Score
2017-10-09T08:22:00.000Z,（中央社台北2017年10月9日電）台積電董事長張忠謀接受彭博專訪時指出，未來台積電的擴張仍將以台灣為主，「台灣仍是我們的根據地，光以經濟考量來說，我們在台灣有新竹、台中和台南三個據點，規模很大」。,2
2017-10-09T08:22:00.000Z,張忠謀說，台積電 (2330) 在台灣有新竹、台中和台南三個據點，規模很大，這幾個廠區都在通勤距離內，方便員工和工程師移動，創造了經濟規模，「我們在南京或中國大陸的其他城市不會有這樣的優勢」。,2
