CMDLINE C:\Users\Vivian\anaconda3\python.exe .\package\Step-1_ANN_Two.py
MEM 560.148438 1655274769.0949
MEM 560.402344 1655274769.2030
MEM 560.402344 1655274769.3122
MEM 560.402344 1655274769.4207
MEM 560.402344 1655274769.5286
MEM 560.402344 1655274769.6386
MEM 560.402344 1655274769.7481
MEM 560.402344 1655274769.8566
MEM 560.402344 1655274769.9635
MEM 560.402344 1655274770.0722
MEM 560.656250 1655274770.1818
MEM 560.656250 1655274770.2911
MEM 560.656250 1655274770.4004
MEM 560.656250 1655274770.5095
MEM 560.656250 1655274770.6182
MEM 560.656250 1655274770.7264
MEM 560.656250 1655274770.8359
MEM 560.656250 1655274770.9450
MEM 560.910156 1655274771.0550
MEM 560.910156 1655274771.1644
MEM 560.910156 1655274771.2734
MEM 560.910156 1655274771.3827
MEM 560.910156 1655274771.4921
MEM 560.910156 1655274771.6004
MEM 560.910156 1655274771.7110
MEM 560.910156 1655274771.8216
MEM 560.910156 1655274771.9309
MEM 560.910156 1655274772.0408
MEM 560.910156 1655274772.1509
MEM 560.910156 1655274772.2591
MEM 560.910156 1655274772.3679
MEM 560.910156 1655274772.4779
MEM 560.910156 1655274772.5866
MEM 560.910156 1655274772.6950
MEM 560.910156 1655274772.8037
MEM 561.164062 1655274772.9138
MEM 561.164062 1655274773.0225
MEM 561.164062 1655274773.1305
MEM 561.164062 1655274773.2389
MEM 561.164062 1655274773.3489
MEM 561.164062 1655274773.4574
MEM 561.164062 1655274773.5666
MEM 561.164062 1655274773.6758
MEM 561.164062 1655274773.7854
MEM 561.164062 1655274773.8928
MEM 561.164062 1655274774.0018
MEM 561.417969 1655274774.1102
MEM 561.417969 1655274774.2185
MEM 561.417969 1655274774.3274
MEM 561.417969 1655274774.4360
MEM 561.417969 1655274774.5466
MEM 561.671875 1655274774.6560
MEM 561.925781 1655274774.7643
MEM 561.925781 1655274774.8742
MEM 561.925781 1655274774.9838
MEM 561.925781 1655274775.0934
MEM 561.925781 1655274775.2030
MEM 561.925781 1655274775.3121
MEM 561.925781 1655274775.4190
MEM 561.925781 1655274775.5276
MEM 561.925781 1655274775.6354
MEM 561.925781 1655274775.7436
MEM 561.925781 1655274775.8523
MEM 562.179688 1655274775.9603
MEM 562.179688 1655274776.0686
MEM 562.179688 1655274776.1779
MEM 562.179688 1655274776.2876
MEM 562.179688 1655274776.3961
MEM 562.179688 1655274776.5064
MEM 562.433594 1655274776.6147
MEM 562.433594 1655274776.7231
MEM 562.433594 1655274776.8334
MEM 562.433594 1655274776.9421
MEM 562.433594 1655274777.0512
MEM 562.433594 1655274777.1598
MEM 562.433594 1655274777.2683
MEM 562.433594 1655274777.3769
MEM 562.433594 1655274777.4843
MEM 562.433594 1655274777.5925
MEM 562.433594 1655274777.7008
MEM 562.433594 1655274777.8102
MEM 562.433594 1655274777.9185
MEM 562.433594 1655274778.0274
MEM 562.433594 1655274778.1369
MEM 562.433594 1655274778.2470
MEM 562.687500 1655274778.3547
MEM 562.687500 1655274778.4634
MEM 562.687500 1655274778.5711
MEM 562.687500 1655274778.6799
MEM 562.687500 1655274778.7883
MEM 562.687500 1655274778.8987
MEM 562.687500 1655274779.0080
MEM 562.687500 1655274779.1178
MEM 562.687500 1655274779.2268
MEM 562.687500 1655274779.3348
MEM 562.687500 1655274779.4415
MEM 562.687500 1655274779.5502
MEM 562.687500 1655274779.6581
MEM 562.687500 1655274779.7665
MEM 562.687500 1655274779.8760
MEM 562.687500 1655274779.9835
MEM 562.941406 1655274780.0932
MEM 562.941406 1655274780.2012
MEM 562.941406 1655274780.3104
MEM 562.941406 1655274780.4200
MEM 562.941406 1655274780.5292
MEM 562.941406 1655274780.6373
MEM 562.941406 1655274780.7485
MEM 562.941406 1655274780.8570
MEM 562.941406 1655274780.9638
MEM 562.941406 1655274781.0715
MEM 562.941406 1655274781.1804
MEM 562.941406 1655274781.2900
MEM 562.941406 1655274781.3981
MEM 562.941406 1655274781.5072
MEM 562.941406 1655274781.6162
MEM 562.941406 1655274781.7271
MEM 562.941406 1655274781.8369
MEM 563.195312 1655274781.9462
MEM 563.195312 1655274782.0550
MEM 563.195312 1655274782.1658
MEM 563.195312 1655274782.2739
MEM 563.195312 1655274782.3834
MEM 563.195312 1655274782.4916
MEM 563.195312 1655274782.6006
MEM 563.195312 1655274782.7097
MEM 563.195312 1655274782.8170
MEM 563.195312 1655274782.9263
MEM 563.195312 1655274783.0348
MEM 563.195312 1655274783.1451
MEM 563.195312 1655274783.2537
MEM 563.449219 1655274783.3634
MEM 563.449219 1655274783.4726
MEM 563.449219 1655274783.5829
MEM 563.703125 1655274783.6930
MEM 563.703125 1655274783.8025
MEM 563.703125 1655274783.9128
MEM 563.703125 1655274784.0218
MEM 563.703125 1655274784.1327
MEM 563.703125 1655274784.2415
MEM 563.703125 1655274784.3508
MEM 563.703125 1655274784.4603
MEM 563.703125 1655274784.5710
MEM 563.703125 1655274784.6796
MEM 563.703125 1655274784.7892
MEM 563.703125 1655274784.8982
MEM 563.703125 1655274785.0066
MEM 563.703125 1655274785.1157
MEM 563.703125 1655274785.2246
MEM 563.703125 1655274785.3333
MEM 563.703125 1655274785.4435
MEM 564.210938 1655274785.5518
MEM 564.210938 1655274785.6591
MEM 564.210938 1655274785.7679
MEM 564.210938 1655274785.8761
MEM 564.210938 1655274785.9870
MEM 564.210938 1655274786.0961
MEM 564.210938 1655274786.2071
MEM 564.210938 1655274786.3158
MEM 564.210938 1655274786.4253
MEM 564.210938 1655274786.5347
MEM 564.210938 1655274786.6434
MEM 564.210938 1655274786.7526
MEM 564.210938 1655274786.8629
MEM 564.210938 1655274786.9718
MEM 564.210938 1655274787.0811
MEM 564.210938 1655274787.1893
MEM 564.210938 1655274787.2990
MEM 564.726562 1655274787.4071
MEM 564.726562 1655274787.5160
MEM 564.726562 1655274787.6264
MEM 564.726562 1655274787.7367
MEM 564.726562 1655274787.8442
MEM 564.726562 1655274787.9537
MEM 564.726562 1655274788.0618
MEM 564.726562 1655274788.1709
MEM 564.726562 1655274788.2795
MEM 564.726562 1655274788.3889
MEM 564.726562 1655274788.4984
MEM 564.726562 1655274788.6071
MEM 564.726562 1655274788.7155
MEM 564.726562 1655274788.8256
MEM 564.726562 1655274788.9343
MEM 564.726562 1655274789.0404
MEM 564.726562 1655274789.1497
MEM 564.980469 1655274789.2582
MEM 564.980469 1655274789.3651
MEM 564.980469 1655274789.4738
MEM 564.980469 1655274789.5826
MEM 564.980469 1655274789.6906
MEM 564.980469 1655274789.7998
MEM 564.980469 1655274789.9086
MEM 564.980469 1655274790.0183
MEM 564.980469 1655274790.1260
MEM 564.980469 1655274790.2337
MEM 564.980469 1655274790.3414
MEM 564.980469 1655274790.4501
MEM 564.980469 1655274790.5590
MEM 564.980469 1655274790.6690
MEM 564.980469 1655274790.7767
MEM 564.980469 1655274790.8854
MEM 564.980469 1655274790.9940
MEM 564.980469 1655274791.1036
MEM 565.234375 1655274791.2116
MEM 565.234375 1655274791.3211
MEM 565.234375 1655274791.4305
MEM 565.500000 1655274791.5402
MEM 565.500000 1655274791.6501
MEM 565.500000 1655274791.7615
MEM 565.757812 1655274791.8704
MEM 565.757812 1655274791.9778
MEM 565.757812 1655274792.0888
MEM 565.757812 1655274792.1969
MEM 565.757812 1655274792.3032
MEM 565.757812 1655274792.4125
MEM 565.757812 1655274792.5228
MEM 565.757812 1655274792.6324
MEM 565.757812 1655274792.7424
MEM 565.757812 1655274792.8514
MEM 565.757812 1655274792.9606
MEM 566.015625 1655274793.0680
MEM 566.015625 1655274793.1770
MEM 566.015625 1655274793.2872
MEM 566.015625 1655274793.3965
MEM 566.015625 1655274793.5053
MEM 566.015625 1655274793.6160
MEM 566.015625 1655274793.7268
MEM 566.015625 1655274793.8353
MEM 566.015625 1655274793.9448
MEM 566.015625 1655274794.0542
MEM 566.015625 1655274794.1612
MEM 566.015625 1655274794.2705
MEM 566.015625 1655274794.3787
MEM 566.015625 1655274794.4878
MEM 566.015625 1655274794.5986
MEM 566.015625 1655274794.7062
MEM 566.015625 1655274794.8141
MEM 566.066406 1655274794.9248
MEM 566.250000 1655274795.0351
MEM 566.648438 1655274795.1418
MEM 568.152344 1655274795.2522
MEM 571.023438 1655274795.3603
MEM 571.027344 1655274795.4714
MEM 571.023438 1655274795.5790
MEM 571.027344 1655274795.6867
MEM 571.757812 1655274795.7954
MEM 571.742188 1655274795.9032
MEM 571.761719 1655274796.0109
MEM 571.761719 1655274796.1194
MEM 571.777344 1655274796.2281
MEM 575.707031 1655274796.3369
MEM 571.785156 1655274796.4466
MEM 571.769531 1655274796.5572
MEM 571.769531 1655274796.6672
MEM 571.769531 1655274796.7739
MEM 571.777344 1655274796.8846
MEM 571.777344 1655274796.9933
MEM 571.792969 1655274797.1031
MEM 571.722656 1655274797.2121
MEM 571.835938 1655274797.3208
MEM 571.835938 1655274797.4305
MEM 571.835938 1655274797.5382
MEM 571.835938 1655274797.6460
MEM 571.898438 1655274797.7547
MEM 572.031250 1655274797.8635
MEM 572.015625 1655274797.9722
MEM 572.121094 1655274798.0807
MEM 572.121094 1655274798.1898
MEM 572.117188 1655274798.2997
MEM 572.117188 1655274798.4091
MEM 572.117188 1655274798.5191
MEM 572.117188 1655274798.6276
MEM 572.117188 1655274798.7369
MEM 572.117188 1655274798.8461
MEM 572.117188 1655274798.9556
MEM 572.117188 1655274799.0641
MEM 572.117188 1655274799.1742
MEM 572.117188 1655274799.2857
MEM 572.121094 1655274799.3947
MEM 572.121094 1655274799.5047
MEM 572.121094 1655274799.6130
MEM 572.121094 1655274799.7218
MEM 572.121094 1655274799.8296
MEM 572.121094 1655274799.9391
MEM 572.121094 1655274800.0469
MEM 572.117188 1655274800.1547
MEM 572.117188 1655274800.2628
MEM 572.117188 1655274800.3722
MEM 572.117188 1655274800.4807
MEM 572.117188 1655274800.5872
MEM 572.117188 1655274800.6960
MEM 572.117188 1655274800.8056
MEM 572.117188 1655274800.9161
MEM 572.117188 1655274801.0234
MEM 572.117188 1655274801.1319
MEM 572.117188 1655274801.2406
MEM 572.117188 1655274801.3491
MEM 572.117188 1655274801.4569
MEM 572.117188 1655274801.5685
MEM 572.117188 1655274801.6771
MEM 572.117188 1655274801.7861
MEM 572.117188 1655274801.8940
MEM 572.117188 1655274802.0047
MEM 572.117188 1655274802.1148
MEM 572.113281 1655274802.2238
MEM 572.113281 1655274802.3335
MEM 572.113281 1655274802.4433
MEM 572.113281 1655274802.5528
MEM 572.113281 1655274802.6612
MEM 572.113281 1655274802.7711
MEM 572.113281 1655274802.8813
MEM 572.109375 1655274802.9888
MEM 572.109375 1655274803.0973
MEM 572.109375 1655274803.2066
MEM 572.109375 1655274803.3144
MEM 572.109375 1655274803.4226
MEM 572.109375 1655274803.5316
MEM 572.109375 1655274803.6396
MEM 572.109375 1655274803.7491
MEM 572.109375 1655274803.8571
MEM 572.109375 1655274803.9657
MEM 572.367188 1655274804.0742
MEM 572.367188 1655274804.1837
MEM 572.367188 1655274804.2931
MEM 572.367188 1655274804.4018
MEM 572.367188 1655274804.5112
MEM 572.367188 1655274804.6194
MEM 572.367188 1655274804.7282
MEM 572.367188 1655274804.8367
MEM 572.367188 1655274804.9464
MEM 572.367188 1655274805.0561
MEM 572.367188 1655274805.1656
MEM 572.367188 1655274805.2746
MEM 572.367188 1655274805.3834
MEM 572.367188 1655274805.4913
MEM 572.367188 1655274805.5999
MEM 572.367188 1655274805.7098
MEM 572.367188 1655274805.8172
MEM 572.621094 1655274805.9264
MEM 572.875000 1655274806.0372
MEM 572.875000 1655274806.1458
MEM 572.875000 1655274806.2562
MEM 572.875000 1655274806.3662
MEM 572.875000 1655274806.4748
MEM 572.875000 1655274806.5834
MEM 572.875000 1655274806.6916
MEM 572.875000 1655274806.8007
MEM 572.875000 1655274806.9097
MEM 572.875000 1655274807.0188
MEM 572.875000 1655274807.1287
MEM 572.875000 1655274807.2375
MEM 572.875000 1655274807.3478
MEM 572.875000 1655274807.4580
MEM 572.875000 1655274807.5669
MEM 573.128906 1655274807.6761
MEM 573.382812 1655274807.7839
MEM 573.382812 1655274807.8918
MEM 573.382812 1655274808.0006
MEM 573.382812 1655274808.1093
MEM 573.382812 1655274808.2182
MEM 573.382812 1655274808.3276
MEM 573.382812 1655274808.4363
MEM 573.382812 1655274808.5469
MEM 573.382812 1655274808.6561
MEM 573.382812 1655274808.7646
MEM 573.382812 1655274808.8732
MEM 573.382812 1655274808.9810
MEM 573.382812 1655274809.0889
MEM 573.382812 1655274809.1976
MEM 573.382812 1655274809.3072
MEM 573.636719 1655274809.4154
MEM 573.636719 1655274809.5254
MEM 573.890625 1655274809.6351
MEM 574.144531 1655274809.7433
MEM 574.144531 1655274809.8523
MEM 574.144531 1655274809.9598
MEM 574.144531 1655274810.0680
MEM 574.144531 1655274810.1763
MEM 574.144531 1655274810.2865
MEM 574.144531 1655274810.3952
MEM 574.144531 1655274810.5050
MEM 574.144531 1655274810.6141
MEM 574.144531 1655274810.7219
MEM 574.144531 1655274810.8316
MEM 574.144531 1655274810.9381
MEM 574.144531 1655274811.0461
MEM 574.144531 1655274811.1550
MEM 574.144531 1655274811.2634
MEM 574.480469 1655274811.3710
MEM 574.480469 1655274811.4800
MEM 574.480469 1655274811.5891
MEM 574.480469 1655274811.6979
MEM 574.734375 1655274811.8064
MEM 574.734375 1655274811.9160
MEM 574.734375 1655274812.0245
MEM 574.988281 1655274812.1338
MEM 574.988281 1655274812.2420
MEM 574.988281 1655274812.3500
MEM 574.988281 1655274812.4579
MEM 574.988281 1655274812.5664
MEM 574.988281 1655274812.6738
MEM 574.988281 1655274812.7844
MEM 574.988281 1655274812.8937
MEM 574.988281 1655274813.0036
MEM 574.988281 1655274813.1121
MEM 575.242188 1655274813.2212
MEM 575.242188 1655274813.3304
MEM 575.242188 1655274813.4389
MEM 575.242188 1655274813.5489
MEM 575.242188 1655274813.6576
MEM 575.242188 1655274813.7676
MEM 575.242188 1655274813.8771
MEM 575.242188 1655274813.9854
MEM 575.242188 1655274814.0942
MEM 575.242188 1655274814.2030
MEM 575.242188 1655274814.3120
MEM 575.250000 1655274814.4211
MEM 575.250000 1655274814.5294
MEM 575.250000 1655274814.6382
MEM 575.250000 1655274814.7469
MEM 575.250000 1655274814.8550
MEM 575.250000 1655274814.9641
MEM 575.503906 1655274815.0724
MEM 575.503906 1655274815.1819
MEM 575.503906 1655274815.2903
MEM 575.503906 1655274815.3995
MEM 575.503906 1655274815.5084
MEM 575.503906 1655274815.6173
MEM 575.503906 1655274815.7263
MEM 575.503906 1655274815.8366
MEM 575.503906 1655274815.9455
MEM 575.503906 1655274816.0554
MEM 575.503906 1655274816.1654
MEM 575.503906 1655274816.2749
MEM 575.503906 1655274816.3857
MEM 575.503906 1655274816.4940
MEM 575.503906 1655274816.6022
MEM 575.503906 1655274816.7113
MEM 575.503906 1655274816.8201
MEM 576.011719 1655274816.9289
MEM 576.011719 1655274817.0367
MEM 576.011719 1655274817.1465
MEM 576.011719 1655274817.2572
MEM 576.011719 1655274817.3637
MEM 576.011719 1655274817.4727
MEM 576.011719 1655274817.5811
MEM 576.011719 1655274817.6905
MEM 576.011719 1655274817.7992
MEM 576.011719 1655274817.9062
MEM 576.011719 1655274818.0150
MEM 576.011719 1655274818.1256
MEM 576.011719 1655274818.2337
MEM 576.011719 1655274818.3424
MEM 576.011719 1655274818.4504
MEM 576.011719 1655274818.5590
MEM 576.011719 1655274818.6661
MEM 576.265625 1655274818.7750
MEM 576.265625 1655274818.8840
MEM 576.265625 1655274818.9923
MEM 576.265625 1655274819.1000
MEM 576.265625 1655274819.2078
MEM 576.265625 1655274819.3166
MEM 576.265625 1655274819.4265
MEM 576.519531 1655274819.5347
MEM 576.519531 1655274819.6438
MEM 576.519531 1655274819.7528
MEM 576.519531 1655274819.8620
MEM 576.519531 1655274819.9719
MEM 576.519531 1655274820.0809
MEM 576.519531 1655274820.1911
MEM 576.519531 1655274820.2992
MEM 576.519531 1655274820.4081
MEM 576.808594 1655274820.5175
MEM 576.808594 1655274820.6272
MEM 576.808594 1655274820.7350
MEM 576.808594 1655274820.8449
MEM 577.066406 1655274820.9537
MEM 577.066406 1655274821.0629
MEM 577.066406 1655274821.1730
MEM 577.066406 1655274821.2811
MEM 577.066406 1655274821.3910
MEM 577.066406 1655274821.4997
MEM 577.066406 1655274821.6091
MEM 577.066406 1655274821.7170
MEM 577.066406 1655274821.8251
MEM 577.066406 1655274821.9335
MEM 577.066406 1655274822.0436
MEM 577.066406 1655274822.1528
MEM 577.066406 1655274822.2616
MEM 577.324219 1655274822.3697
MEM 577.324219 1655274822.4784
MEM 577.324219 1655274822.5877
MEM 577.324219 1655274822.6972
MEM 577.324219 1655274822.8040
MEM 577.324219 1655274822.9122
MEM 577.324219 1655274823.0205
MEM 577.324219 1655274823.1289
MEM 577.324219 1655274823.2381
MEM 577.324219 1655274823.3483
MEM 577.324219 1655274823.4566
MEM 577.324219 1655274823.5656
MEM 577.324219 1655274823.6756
MEM 577.324219 1655274823.7851
MEM 577.324219 1655274823.8938
MEM 577.324219 1655274824.0028
MEM 577.582031 1655274824.1121
MEM 577.835938 1655274824.2213
MEM 577.835938 1655274824.3290
MEM 577.835938 1655274824.4363
MEM 577.835938 1655274824.5448
MEM 577.835938 1655274824.6532
MEM 577.835938 1655274824.7618
MEM 577.835938 1655274824.8689
MEM 577.835938 1655274824.9790
MEM 577.835938 1655274825.0889
MEM 577.835938 1655274825.1986
MEM 577.835938 1655274825.3072
MEM 577.835938 1655274825.4170
MEM 577.835938 1655274825.5256
MEM 577.835938 1655274825.6348
MEM 577.835938 1655274825.7446
MEM 577.835938 1655274825.8537
MEM 577.835938 1655274825.9628
MEM 578.089844 1655274826.0730
MEM 578.089844 1655274826.1824
MEM 578.089844 1655274826.2914
MEM 578.089844 1655274826.3994
MEM 578.089844 1655274826.5080
MEM 578.089844 1655274826.6156
MEM 578.089844 1655274826.7250
MEM 578.089844 1655274826.8330
MEM 578.089844 1655274826.9417
MEM 578.089844 1655274827.0505
MEM 578.089844 1655274827.1587
MEM 578.089844 1655274827.2679
MEM 578.089844 1655274827.3769
MEM 578.089844 1655274827.4855
MEM 578.089844 1655274827.5942
MEM 578.089844 1655274827.7046
MEM 578.089844 1655274827.8130
MEM 578.343750 1655274827.9215
MEM 578.343750 1655274828.0312
MEM 578.597656 1655274828.1405
MEM 578.597656 1655274828.2494
MEM 578.597656 1655274828.3592
MEM 578.597656 1655274828.4674
MEM 578.597656 1655274828.5765
MEM 578.597656 1655274828.6862
MEM 578.597656 1655274828.7948
MEM 578.851562 1655274828.9027
MEM 578.851562 1655274829.0105
MEM 578.851562 1655274829.1177
MEM 578.851562 1655274829.2261
MEM 578.851562 1655274829.3354
MEM 578.851562 1655274829.4446
MEM 578.851562 1655274829.5541
MEM 578.851562 1655274829.6627
MEM 578.851562 1655274829.7706
MEM 579.105469 1655274829.8800
MEM 579.105469 1655274829.9897
MEM 579.105469 1655274830.0990
MEM 579.105469 1655274830.2073
MEM 579.105469 1655274830.3170
MEM 579.105469 1655274830.4259
MEM 579.105469 1655274830.5346
MEM 579.105469 1655274830.6439
MEM 579.105469 1655274830.7541
MEM 579.105469 1655274830.8628
MEM 579.105469 1655274830.9709
MEM 579.105469 1655274831.0813
MEM 579.105469 1655274831.1901
MEM 579.105469 1655274831.3003
MEM 579.105469 1655274831.4089
MEM 579.613281 1655274831.5174
MEM 580.160156 1655274831.6273
MEM 580.160156 1655274831.7370
MEM 580.160156 1655274831.8451
MEM 580.160156 1655274831.9544
MEM 580.160156 1655274832.0631
MEM 580.160156 1655274832.1726
MEM 580.160156 1655274832.2823
MEM 580.160156 1655274832.3902
MEM 580.160156 1655274832.4987
MEM 580.160156 1655274832.6065
MEM 580.160156 1655274832.7158
MEM 580.160156 1655274832.8238
MEM 580.160156 1655274832.9326
MEM 580.160156 1655274833.0422
MEM 580.160156 1655274833.1509
MEM 580.160156 1655274833.2599
MEM 580.417969 1655274833.3670
MEM 580.417969 1655274833.4752
MEM 580.417969 1655274833.5841
MEM 580.417969 1655274833.6939
MEM 580.417969 1655274833.8039
MEM 580.417969 1655274833.9131
MEM 580.417969 1655274834.0218
MEM 580.417969 1655274834.1310
MEM 580.417969 1655274834.2412
MEM 580.417969 1655274834.3508
MEM 580.417969 1655274834.4592
MEM 580.417969 1655274834.5680
MEM 580.417969 1655274834.6756
MEM 580.417969 1655274834.7848
MEM 580.417969 1655274834.8941
MEM 580.417969 1655274835.0030
MEM 580.417969 1655274835.1121
MEM 580.628906 1655274835.2213
MEM 580.628906 1655274835.3302
MEM 580.628906 1655274835.4376
MEM 580.628906 1655274835.5471
MEM 580.628906 1655274835.6567
MEM 580.628906 1655274835.7656
MEM 580.628906 1655274835.8741
MEM 580.628906 1655274835.9829
MEM 580.628906 1655274836.0927
MEM 580.628906 1655274836.2016
MEM 580.628906 1655274836.3103
MEM 580.628906 1655274836.4210
MEM 580.628906 1655274836.5308
MEM 580.628906 1655274836.6382
MEM 580.628906 1655274836.7476
MEM 580.628906 1655274836.8588
MEM 580.882812 1655274836.9683
MEM 580.882812 1655274837.0767
MEM 580.882812 1655274837.1861
MEM 580.882812 1655274837.2933
MEM 580.882812 1655274837.4007
MEM 580.882812 1655274837.5092
MEM 580.882812 1655274837.6184
MEM 580.882812 1655274837.7267
MEM 580.882812 1655274837.8361
MEM 580.882812 1655274837.9441
MEM 580.882812 1655274838.0531
MEM 580.882812 1655274838.1610
MEM 580.882812 1655274838.2689
MEM 580.882812 1655274838.3766
MEM 580.882812 1655274838.4861
MEM 581.136719 1655274838.5965
MEM 581.136719 1655274838.7061
MEM 581.390625 1655274838.8148
MEM 581.390625 1655274838.9235
MEM 581.390625 1655274839.0328
MEM 581.390625 1655274839.1415
MEM 581.390625 1655274839.2497
MEM 581.390625 1655274839.3578
MEM 581.390625 1655274839.4679
MEM 581.390625 1655274839.5775
MEM 581.390625 1655274839.6859
MEM 581.390625 1655274839.7939
MEM 581.390625 1655274839.9016
MEM 581.390625 1655274840.0094
MEM 581.390625 1655274840.1185
MEM 581.390625 1655274840.2259
MEM 581.390625 1655274840.3347
MEM 581.390625 1655274840.4434
MEM 581.390625 1655274840.5512
MEM 581.644531 1655274840.6595
MEM 581.644531 1655274840.7697
MEM 581.644531 1655274840.8784
MEM 581.644531 1655274840.9866
MEM 581.644531 1655274841.0941
MEM 581.644531 1655274841.2023
MEM 581.644531 1655274841.3109
MEM 581.644531 1655274841.4184
MEM 581.644531 1655274841.5275
MEM 581.644531 1655274841.6380
MEM 581.644531 1655274841.7462
MEM 581.644531 1655274841.8544
MEM 581.644531 1655274841.9629
MEM 581.644531 1655274842.0719
MEM 581.644531 1655274842.1822
MEM 581.644531 1655274842.2902
MEM 581.644531 1655274842.3997
MEM 581.898438 1655274842.5074
MEM 581.898438 1655274842.6166
MEM 581.898438 1655274842.7262
MEM 581.898438 1655274842.8341
MEM 581.898438 1655274842.9445
MEM 581.898438 1655274843.0552
MEM 581.898438 1655274843.1633
MEM 582.160156 1655274843.2718
MEM 582.160156 1655274843.3803
MEM 582.160156 1655274843.4891
MEM 582.160156 1655274843.5969
MEM 582.160156 1655274843.7060
MEM 582.160156 1655274843.8154
MEM 582.160156 1655274843.9251
MEM 582.160156 1655274844.0340
MEM 582.160156 1655274844.1439
MEM 582.160156 1655274844.2516
MEM 582.414062 1655274844.3607
MEM 582.414062 1655274844.4705
MEM 582.414062 1655274844.5795
MEM 582.414062 1655274844.6873
MEM 582.667969 1655274844.7961
MEM 582.667969 1655274844.9051
MEM 582.667969 1655274845.0148
MEM 582.667969 1655274845.1245
MEM 582.667969 1655274845.2334
MEM 582.667969 1655274845.3418
MEM 582.667969 1655274845.4511
MEM 582.667969 1655274845.5608
MEM 582.667969 1655274845.6705
MEM 582.921875 1655274845.7782
MEM 582.921875 1655274845.8875
MEM 582.921875 1655274845.9963
MEM 583.175781 1655274846.1070
MEM 583.175781 1655274846.2172
MEM 583.175781 1655274846.3279
MEM 583.175781 1655274846.4346
MEM 583.175781 1655274846.5444
MEM 583.175781 1655274846.6537
MEM 583.175781 1655274846.7632
MEM 583.175781 1655274846.8716
MEM 583.175781 1655274846.9799
MEM 583.175781 1655274847.0892
MEM 583.175781 1655274847.1981
MEM 583.175781 1655274847.3047
MEM 583.175781 1655274847.4152
MEM 583.175781 1655274847.5245
MEM 583.175781 1655274847.6324
MEM 583.175781 1655274847.7418
MEM 583.175781 1655274847.8510
MEM 583.429688 1655274847.9585
MEM 583.429688 1655274848.0667
MEM 583.429688 1655274848.1755
MEM 583.429688 1655274848.2850
MEM 583.429688 1655274848.3947
MEM 583.429688 1655274848.5032
MEM 583.429688 1655274848.6119
MEM 583.429688 1655274848.7217
MEM 583.429688 1655274848.8308
MEM 583.429688 1655274848.9397
MEM 583.429688 1655274849.0473
MEM 583.429688 1655274849.1555
MEM 583.429688 1655274849.2650
MEM 583.429688 1655274849.3739
MEM 583.429688 1655274849.4825
MEM 583.429688 1655274849.5922
MEM 583.683594 1655274849.7009
MEM 583.683594 1655274849.8108
MEM 583.683594 1655274849.9193
MEM 583.683594 1655274850.0285
MEM 583.683594 1655274850.1378
MEM 583.683594 1655274850.2474
MEM 583.683594 1655274850.3569
MEM 583.683594 1655274850.4648
MEM 583.683594 1655274850.5741
MEM 583.683594 1655274850.6835
MEM 583.683594 1655274850.7906
MEM 583.683594 1655274850.8993
MEM 583.683594 1655274851.0079
MEM 583.683594 1655274851.1154
MEM 583.683594 1655274851.2240
MEM 583.683594 1655274851.3321
MEM 583.683594 1655274851.4409
MEM 583.937500 1655274851.5502
MEM 583.937500 1655274851.6597
MEM 583.937500 1655274851.7680
MEM 583.937500 1655274851.8762
MEM 583.937500 1655274851.9855
MEM 583.937500 1655274852.0936
MEM 583.937500 1655274852.2031
MEM 583.937500 1655274852.3118
MEM 583.937500 1655274852.4210
MEM 583.937500 1655274852.5295
MEM 583.937500 1655274852.6390
MEM 583.937500 1655274852.7486
MEM 583.937500 1655274852.8576
MEM 584.191406 1655274852.9672
MEM 584.191406 1655274853.0754
MEM 584.480469 1655274853.1841
MEM 584.480469 1655274853.2925
MEM 584.738281 1655274853.4011
MEM 584.738281 1655274853.5104
MEM 584.738281 1655274853.6185
MEM 584.738281 1655274853.7273
MEM 584.738281 1655274853.8366
MEM 584.738281 1655274853.9459
MEM 584.738281 1655274854.0547
MEM 584.738281 1655274854.1627
MEM 584.738281 1655274854.2716
MEM 584.738281 1655274854.3806
MEM 584.738281 1655274854.4886
MEM 584.738281 1655274854.5979
MEM 584.738281 1655274854.7063
MEM 584.738281 1655274854.8164
MEM 584.738281 1655274854.9266
MEM 584.738281 1655274855.0379
MEM 584.738281 1655274855.1487
MEM 584.996094 1655274855.2582
MEM 585.253906 1655274855.3670
MEM 585.253906 1655274855.4760
MEM 585.507812 1655274855.5840
MEM 585.507812 1655274855.6926
MEM 585.507812 1655274855.8010
MEM 585.507812 1655274855.9094
MEM 585.507812 1655274856.0183
MEM 585.507812 1655274856.1276
MEM 585.507812 1655274856.2359
MEM 585.507812 1655274856.3434
MEM 585.507812 1655274856.4519
MEM 585.507812 1655274856.5607
MEM 585.507812 1655274856.6707
MEM 585.507812 1655274856.7777
MEM 585.507812 1655274856.8870
MEM 585.507812 1655274856.9936
MEM 585.761719 1655274857.1031
MEM 585.761719 1655274857.2122
MEM 585.761719 1655274857.3228
MEM 585.761719 1655274857.4323
MEM 585.761719 1655274857.5412
MEM 585.761719 1655274857.6503
MEM 585.761719 1655274857.7586
MEM 585.761719 1655274857.8683
MEM 585.761719 1655274857.9765
MEM 585.761719 1655274858.0861
MEM 585.761719 1655274858.1971
MEM 585.761719 1655274858.3044
