CMDLINE C:\Users\Vivian\anaconda3\python.exe .\package\Step-1_ANN_Two_Reconstruct.py
MEM 907.500000 1655293639.5518
MEM 907.500000 1655293639.6602
MEM 907.500000 1655293639.7685
MEM 907.500000 1655293639.8774
MEM 907.500000 1655293639.9869
MEM 907.753906 1655293640.0968
MEM 907.753906 1655293640.2053
MEM 907.753906 1655293640.3141
MEM 907.753906 1655293640.4229
MEM 907.753906 1655293640.5332
MEM 908.007812 1655293640.6429
MEM 908.007812 1655293640.7521
MEM 908.007812 1655293640.8615
MEM 908.007812 1655293640.9705
MEM 908.007812 1655293641.0796
MEM 908.261719 1655293641.1888
MEM 908.261719 1655293641.2972
MEM 908.261719 1655293641.4054
MEM 908.261719 1655293641.5126
MEM 908.261719 1655293641.6218
MEM 908.261719 1655293641.7307
MEM 908.261719 1655293641.8401
MEM 908.261719 1655293641.9492
MEM 908.261719 1655293642.0600
MEM 908.261719 1655293642.1694
MEM 908.261719 1655293642.2790
MEM 908.261719 1655293642.3883
MEM 908.261719 1655293642.4984
MEM 908.515625 1655293642.6088
MEM 908.515625 1655293642.7192
MEM 908.515625 1655293642.8273
MEM 908.515625 1655293642.9359
MEM 908.515625 1655293643.0456
MEM 908.515625 1655293643.1542
MEM 908.515625 1655293643.2624
MEM 908.515625 1655293643.3724
MEM 908.515625 1655293643.4831
MEM 908.515625 1655293643.5945
MEM 908.515625 1655293643.7038
MEM 908.515625 1655293643.8120
MEM 908.515625 1655293643.9214
MEM 908.515625 1655293644.0313
MEM 908.515625 1655293644.1429
MEM 908.515625 1655293644.2507
MEM 908.515625 1655293644.3615
MEM 908.515625 1655293644.4732
MEM 908.769531 1655293644.5818
MEM 909.023438 1655293644.6913
MEM 909.023438 1655293644.7995
MEM 909.023438 1655293644.9095
MEM 909.023438 1655293645.0177
MEM 909.023438 1655293645.1259
MEM 909.023438 1655293645.2334
MEM 909.023438 1655293645.3433
MEM 909.023438 1655293645.4535
MEM 909.023438 1655293645.5639
MEM 909.023438 1655293645.6740
MEM 909.023438 1655293645.7837
MEM 909.023438 1655293645.8921
MEM 909.023438 1655293646.0004
MEM 909.023438 1655293646.1106
MEM 909.023438 1655293646.2199
MEM 909.023438 1655293646.3297
MEM 909.277344 1655293646.4393
MEM 909.277344 1655293646.5470
MEM 909.277344 1655293646.6571
MEM 909.277344 1655293646.7654
MEM 909.277344 1655293646.8763
MEM 909.277344 1655293646.9860
MEM 909.277344 1655293647.0960
MEM 909.277344 1655293647.2057
MEM 909.277344 1655293647.3164
MEM 909.277344 1655293647.4262
MEM 909.277344 1655293647.5335
MEM 909.277344 1655293647.6440
MEM 909.277344 1655293647.7554
MEM 909.277344 1655293647.8648
MEM 909.277344 1655293647.9745
MEM 909.277344 1655293648.0838
MEM 909.277344 1655293648.1932
MEM 909.531250 1655293648.3021
MEM 909.531250 1655293648.4105
MEM 909.531250 1655293648.5190
MEM 909.531250 1655293648.6268
MEM 909.531250 1655293648.7365
MEM 909.531250 1655293648.8455
MEM 909.785156 1655293648.9544
MEM 909.785156 1655293649.0629
MEM 909.785156 1655293649.1720
MEM 909.785156 1655293649.2804
MEM 909.785156 1655293649.3896
MEM 909.785156 1655293649.4985
MEM 909.785156 1655293649.6080
MEM 909.785156 1655293649.7178
MEM 909.785156 1655293649.8266
MEM 909.785156 1655293649.9360
MEM 909.785156 1655293650.0444
MEM 910.039062 1655293650.1519
MEM 910.039062 1655293650.2603
MEM 910.039062 1655293650.3703
MEM 910.039062 1655293650.4808
MEM 910.039062 1655293650.5886
MEM 910.039062 1655293650.6988
MEM 910.039062 1655293650.8081
MEM 910.292969 1655293650.9162
MEM 910.292969 1655293651.0253
MEM 910.292969 1655293651.1341
MEM 910.292969 1655293651.2422
MEM 910.292969 1655293651.3518
MEM 910.292969 1655293651.4609
MEM 910.292969 1655293651.5705
MEM 910.292969 1655293651.6781
MEM 910.292969 1655293651.7875
MEM 910.546875 1655293651.8974
MEM 910.546875 1655293652.0051
MEM 910.546875 1655293652.1147
MEM 910.546875 1655293652.2235
MEM 910.546875 1655293652.3319
MEM 910.546875 1655293652.4406
MEM 910.546875 1655293652.5486
MEM 910.800781 1655293652.6565
MEM 910.800781 1655293652.7646
MEM 910.800781 1655293652.8736
MEM 910.800781 1655293652.9818
MEM 910.800781 1655293653.0907
MEM 910.800781 1655293653.1995
MEM 910.800781 1655293653.3083
MEM 910.800781 1655293653.4170
MEM 910.800781 1655293653.5256
MEM 910.800781 1655293653.6358
MEM 911.054688 1655293653.7462
MEM 911.054688 1655293653.8552
MEM 911.054688 1655293653.9633
MEM 911.054688 1655293654.0724
MEM 911.054688 1655293654.1814
MEM 911.054688 1655293654.2892
MEM 911.054688 1655293654.3983
MEM 911.054688 1655293654.5085
MEM 911.054688 1655293654.6178
MEM 911.054688 1655293654.7279
MEM 911.054688 1655293654.8374
MEM 911.054688 1655293654.9463
MEM 911.054688 1655293655.0555
MEM 911.054688 1655293655.1653
MEM 911.054688 1655293655.2750
MEM 911.054688 1655293655.3836
MEM 911.054688 1655293655.4930
MEM 911.308594 1655293655.6025
MEM 911.308594 1655293655.7099
MEM 911.308594 1655293655.8189
MEM 911.308594 1655293655.9289
MEM 911.308594 1655293656.0366
MEM 911.308594 1655293656.1466
MEM 911.308594 1655293656.2563
MEM 911.308594 1655293656.3641
MEM 911.308594 1655293656.4733
MEM 911.308594 1655293656.5833
MEM 911.308594 1655293656.6920
MEM 911.308594 1655293656.8009
MEM 911.562500 1655293656.9093
MEM 911.562500 1655293657.0173
MEM 911.562500 1655293657.1265
MEM 911.562500 1655293657.2368
MEM 911.562500 1655293657.3475
MEM 911.562500 1655293657.4571
MEM 911.816406 1655293657.5667
MEM 911.816406 1655293657.6772
MEM 911.816406 1655293657.7861
MEM 911.816406 1655293657.8948
MEM 911.816406 1655293658.0063
MEM 911.816406 1655293658.1155
MEM 911.816406 1655293658.2236
MEM 911.816406 1655293658.3324
MEM 911.816406 1655293658.4416
MEM 911.816406 1655293658.5501
MEM 911.816406 1655293658.6583
MEM 911.816406 1655293658.7666
MEM 911.816406 1655293658.8763
MEM 911.816406 1655293658.9863
MEM 911.816406 1655293659.0953
MEM 911.816406 1655293659.2046
MEM 912.070312 1655293659.3140
MEM 912.070312 1655293659.4224
MEM 912.070312 1655293659.5316
MEM 912.070312 1655293659.6419
MEM 912.070312 1655293659.7513
MEM 912.070312 1655293659.8608
MEM 912.070312 1655293659.9709
MEM 912.070312 1655293660.0792
MEM 912.070312 1655293660.1877
MEM 912.070312 1655293660.2968
MEM 912.324219 1655293660.4065
MEM 912.324219 1655293660.5148
MEM 912.324219 1655293660.6248
MEM 912.324219 1655293660.7349
MEM 912.324219 1655293660.8456
MEM 912.324219 1655293660.9537
MEM 912.324219 1655293661.0633
MEM 912.578125 1655293661.1718
MEM 912.578125 1655293661.2810
MEM 912.578125 1655293661.3914
MEM 912.578125 1655293661.5006
MEM 912.578125 1655293661.6112
MEM 912.578125 1655293661.7198
MEM 912.578125 1655293661.8286
MEM 912.578125 1655293661.9375
MEM 912.578125 1655293662.0470
MEM 912.578125 1655293662.1577
MEM 912.578125 1655293662.2656
MEM 912.578125 1655293662.3739
MEM 912.578125 1655293662.4834
MEM 912.578125 1655293662.5927
MEM 912.578125 1655293662.7020
MEM 912.578125 1655293662.8114
MEM 912.578125 1655293662.9213
MEM 912.832031 1655293663.0303
MEM 912.832031 1655293663.1397
MEM 913.085938 1655293663.2492
MEM 913.085938 1655293663.3584
MEM 913.085938 1655293663.4687
MEM 913.085938 1655293663.5776
MEM 913.085938 1655293663.6880
MEM 913.085938 1655293663.7981
MEM 913.085938 1655293663.9078
MEM 913.085938 1655293664.0178
MEM 913.085938 1655293664.1262
MEM 913.085938 1655293664.2357
MEM 913.085938 1655293664.3448
MEM 913.085938 1655293664.4534
MEM 913.085938 1655293664.5626
MEM 913.085938 1655293664.6704
MEM 913.085938 1655293664.7789
MEM 913.085938 1655293664.8867
MEM 913.339844 1655293664.9953
MEM 913.339844 1655293665.1030
MEM 913.339844 1655293665.2117
MEM 913.593750 1655293665.3191
MEM 913.593750 1655293665.4273
MEM 913.593750 1655293665.5350
MEM 913.593750 1655293665.6452
MEM 913.593750 1655293665.7546
MEM 913.593750 1655293665.8621
MEM 913.593750 1655293665.9727
MEM 913.593750 1655293666.0822
MEM 913.593750 1655293666.1919
MEM 913.593750 1655293666.3020
MEM 913.593750 1655293666.4092
MEM 913.593750 1655293666.5176
MEM 913.593750 1655293666.6257
MEM 913.847656 1655293666.7363
MEM 913.847656 1655293666.8442
MEM 913.847656 1655293666.9529
MEM 913.847656 1655293667.0635
MEM 913.847656 1655293667.1711
MEM 913.847656 1655293667.2803
MEM 913.847656 1655293667.3891
MEM 914.101562 1655293667.4974
MEM 914.101562 1655293667.6059
MEM 914.101562 1655293667.7145
MEM 914.101562 1655293667.8235
MEM 914.101562 1655293667.9339
MEM 914.101562 1655293668.0441
MEM 914.101562 1655293668.1546
MEM 914.101562 1655293668.2623
MEM 914.101562 1655293668.3706
MEM 914.355469 1655293668.4790
MEM 914.355469 1655293668.5872
MEM 914.355469 1655293668.6981
MEM 914.355469 1655293668.8053
MEM 914.355469 1655293668.9149
MEM 914.355469 1655293669.0242
MEM 914.355469 1655293669.1331
MEM 914.355469 1655293669.2422
MEM 914.355469 1655293669.3518
MEM 914.355469 1655293669.4605
MEM 914.355469 1655293669.5681
MEM 914.609375 1655293669.6756
MEM 914.609375 1655293669.7861
MEM 914.609375 1655293669.8946
MEM 914.609375 1655293670.0042
MEM 914.609375 1655293670.1147
MEM 914.609375 1655293670.2240
MEM 914.863281 1655293670.3319
MEM 914.863281 1655293670.4398
MEM 914.863281 1655293670.5484
MEM 915.117188 1655293670.6580
MEM 915.117188 1655293670.7663
MEM 915.117188 1655293670.8750
MEM 915.117188 1655293670.9846
MEM 915.117188 1655293671.0947
MEM 915.117188 1655293671.2030
MEM 915.117188 1655293671.3118
MEM 915.117188 1655293671.4199
MEM 915.117188 1655293671.5299
MEM 915.117188 1655293671.6380
MEM 915.117188 1655293671.7466
MEM 915.117188 1655293671.8539
MEM 915.117188 1655293671.9618
MEM 915.117188 1655293672.0723
MEM 915.371094 1655293672.1827
MEM 915.371094 1655293672.2922
MEM 915.371094 1655293672.4006
MEM 915.371094 1655293672.5083
MEM 915.371094 1655293672.6164
MEM 915.371094 1655293672.7246
MEM 915.371094 1655293672.8345
MEM 915.371094 1655293672.9438
MEM 915.625000 1655293673.0525
MEM 915.625000 1655293673.1608
MEM 915.625000 1655293673.2696
MEM 915.625000 1655293673.3777
MEM 915.625000 1655293673.4873
MEM 915.878906 1655293673.5953
MEM 915.878906 1655293673.7045
MEM 915.878906 1655293673.8122
MEM 915.878906 1655293673.9216
MEM 916.132812 1655293674.0304
MEM 916.132812 1655293674.1402
MEM 916.132812 1655293674.2501
MEM 916.132812 1655293674.3581
MEM 916.132812 1655293674.4671
MEM 916.132812 1655293674.5743
MEM 916.132812 1655293674.6833
MEM 916.132812 1655293674.7934
MEM 916.132812 1655293674.9017
MEM 916.132812 1655293675.0130
MEM 916.132812 1655293675.1213
MEM 916.132812 1655293675.2305
MEM 916.132812 1655293675.3399
MEM 916.132812 1655293675.4480
MEM 916.132812 1655293675.5564
MEM 916.132812 1655293675.6673
MEM 916.132812 1655293675.7753
MEM 916.386719 1655293675.8852
MEM 916.386719 1655293675.9953
MEM 916.386719 1655293676.1036
MEM 916.386719 1655293676.2131
MEM 916.386719 1655293676.3233
MEM 916.386719 1655293676.4329
MEM 916.386719 1655293676.5416
MEM 916.386719 1655293676.6497
MEM 916.386719 1655293676.7585
MEM 916.386719 1655293676.8684
MEM 916.386719 1655293676.9775
MEM 916.386719 1655293677.0875
MEM 916.386719 1655293677.1962
MEM 916.386719 1655293677.3039
MEM 916.386719 1655293677.4127
MEM 916.386719 1655293677.5228
MEM 916.386719 1655293677.6326
MEM 916.640625 1655293677.7410
MEM 916.640625 1655293677.8487
MEM 916.640625 1655293677.9588
MEM 916.640625 1655293678.0679
MEM 916.640625 1655293678.1772
MEM 916.640625 1655293678.2876
MEM 916.640625 1655293678.3963
MEM 916.640625 1655293678.5061
MEM 916.640625 1655293678.6143
MEM 916.640625 1655293678.7244
MEM 916.640625 1655293678.8345
MEM 916.640625 1655293678.9429
MEM 916.640625 1655293679.0510
MEM 916.640625 1655293679.1595
MEM 916.640625 1655293679.2676
MEM 916.640625 1655293679.3777
MEM 916.640625 1655293679.4869
MEM 916.894531 1655293679.5980
MEM 916.894531 1655293679.7069
MEM 916.894531 1655293679.8151
MEM 916.894531 1655293679.9242
MEM 916.894531 1655293680.0338
MEM 916.894531 1655293680.1438
MEM 916.894531 1655293680.2531
MEM 916.894531 1655293680.3627
MEM 917.148438 1655293680.4726
MEM 917.148438 1655293680.5834
MEM 917.148438 1655293680.6931
MEM 917.148438 1655293680.8022
MEM 917.148438 1655293680.9098
MEM 917.148438 1655293681.0195
MEM 917.148438 1655293681.1267
MEM 917.148438 1655293681.2343
MEM 917.148438 1655293681.3426
MEM 917.402344 1655293681.4511
MEM 917.402344 1655293681.5598
MEM 917.402344 1655293681.6700
MEM 917.402344 1655293681.7806
MEM 917.402344 1655293681.8885
MEM 917.402344 1655293681.9963
MEM 917.402344 1655293682.1079
MEM 917.402344 1655293682.2171
MEM 917.402344 1655293682.3253
MEM 917.402344 1655293682.4346
MEM 917.402344 1655293682.5442
MEM 917.402344 1655293682.6535
MEM 917.402344 1655293682.7615
MEM 917.656250 1655293682.8720
MEM 917.656250 1655293682.9801
MEM 917.656250 1655293683.0907
MEM 917.656250 1655293683.2000
MEM 918.164062 1655293683.3092
MEM 918.164062 1655293683.4191
MEM 918.164062 1655293683.5277
MEM 918.164062 1655293683.6374
MEM 918.164062 1655293683.7458
MEM 918.164062 1655293683.8551
MEM 918.164062 1655293683.9630
MEM 918.164062 1655293684.0735
MEM 918.164062 1655293684.1825
MEM 918.164062 1655293684.2919
MEM 918.164062 1655293684.4002
MEM 918.164062 1655293684.5092
MEM 918.164062 1655293684.6194
MEM 918.164062 1655293684.7266
MEM 918.164062 1655293684.8364
MEM 918.164062 1655293684.9456
MEM 918.164062 1655293685.0541
MEM 918.253906 1655293685.1622
MEM 918.378906 1655293685.2719
MEM 918.425781 1655293685.3804
MEM 918.425781 1655293685.4901
MEM 920.226562 1655293685.5990
MEM 920.550781 1655293685.7097
MEM 920.535156 1655293685.8185
MEM 920.476562 1655293685.9277
MEM 920.585938 1655293686.0374
MEM 920.589844 1655293686.1471
MEM 920.589844 1655293686.2568
MEM 920.589844 1655293686.3676
MEM 920.597656 1655293686.4763
MEM 920.593750 1655293686.5869
MEM 920.679688 1655293686.6948
MEM 920.679688 1655293686.8025
MEM 920.679688 1655293686.9116
MEM 920.679688 1655293687.0215
MEM 920.679688 1655293687.1298
MEM 920.679688 1655293687.2392
MEM 920.679688 1655293687.3490
MEM 920.679688 1655293687.4590
MEM 920.679688 1655293687.5688
MEM 920.679688 1655293687.6768
MEM 920.679688 1655293687.7863
MEM 920.679688 1655293687.8949
MEM 920.679688 1655293688.0048
MEM 920.679688 1655293688.1142
MEM 920.679688 1655293688.2252
MEM 920.679688 1655293688.3340
MEM 920.679688 1655293688.4430
MEM 920.679688 1655293688.5520
MEM 920.679688 1655293688.6598
MEM 920.679688 1655293688.7689
MEM 920.679688 1655293688.8793
MEM 920.679688 1655293688.9876
MEM 920.675781 1655293689.0960
MEM 920.675781 1655293689.2046
MEM 920.675781 1655293689.3152
MEM 920.675781 1655293689.4264
MEM 920.675781 1655293689.5355
MEM 920.675781 1655293689.6467
MEM 920.675781 1655293689.7564
MEM 920.675781 1655293689.8659
MEM 920.675781 1655293689.9746
MEM 920.679688 1655293690.0842
MEM 920.679688 1655293690.1934
MEM 920.679688 1655293690.3018
MEM 920.679688 1655293690.4112
MEM 920.679688 1655293690.5206
MEM 920.679688 1655293690.6293
MEM 920.675781 1655293690.7382
MEM 920.671875 1655293690.8478
MEM 920.671875 1655293690.9573
MEM 920.671875 1655293691.0653
MEM 920.671875 1655293691.1728
MEM 920.671875 1655293691.2817
MEM 920.671875 1655293691.3897
MEM 920.667969 1655293691.4986
MEM 920.667969 1655293691.6059
MEM 920.667969 1655293691.7168
MEM 920.667969 1655293691.8252
MEM 920.667969 1655293691.9339
MEM 920.667969 1655293692.0428
MEM 920.667969 1655293692.1523
MEM 920.667969 1655293692.2618
MEM 920.667969 1655293692.3710
MEM 920.667969 1655293692.4799
MEM 920.667969 1655293692.5887
MEM 920.664062 1655293692.6969
MEM 920.664062 1655293692.8065
MEM 920.664062 1655293692.9158
MEM 920.664062 1655293693.0242
MEM 920.664062 1655293693.1327
MEM 920.664062 1655293693.2415
MEM 920.664062 1655293693.3498
MEM 920.664062 1655293693.4587
MEM 920.664062 1655293693.5685
MEM 920.664062 1655293693.6772
MEM 920.664062 1655293693.7839
MEM 920.664062 1655293693.8915
MEM 920.664062 1655293694.0004
MEM 920.664062 1655293694.1086
MEM 920.664062 1655293694.2178
MEM 920.664062 1655293694.3265
MEM 920.664062 1655293694.4360
MEM 920.925781 1655293694.5440
MEM 921.179688 1655293694.6535
MEM 921.179688 1655293694.7631
MEM 921.179688 1655293694.8722
MEM 921.179688 1655293694.9810
MEM 921.179688 1655293695.0893
MEM 921.179688 1655293695.1975
MEM 921.179688 1655293695.3065
MEM 921.179688 1655293695.4158
MEM 921.179688 1655293695.5247
MEM 921.179688 1655293695.6336
MEM 921.179688 1655293695.7446
MEM 921.179688 1655293695.8537
MEM 921.179688 1655293695.9633
MEM 921.179688 1655293696.0734
MEM 921.179688 1655293696.1832
MEM 921.179688 1655293696.2939
MEM 921.433594 1655293696.4028
MEM 921.433594 1655293696.5124
MEM 921.433594 1655293696.6228
MEM 921.433594 1655293696.7308
MEM 921.433594 1655293696.8414
MEM 921.433594 1655293696.9522
MEM 921.433594 1655293697.0617
MEM 921.433594 1655293697.1712
MEM 921.433594 1655293697.2808
MEM 921.433594 1655293697.3909
MEM 921.433594 1655293697.5008
MEM 921.433594 1655293697.6096
MEM 921.433594 1655293697.7182
MEM 921.433594 1655293697.8263
MEM 921.433594 1655293697.9361
MEM 921.433594 1655293698.0447
MEM 921.433594 1655293698.1542
MEM 921.687500 1655293698.2633
MEM 921.687500 1655293698.3708
MEM 921.687500 1655293698.4799
MEM 921.691406 1655293698.5873
MEM 921.691406 1655293698.6961
MEM 921.945312 1655293698.8057
MEM 921.945312 1655293698.9151
MEM 921.945312 1655293699.0254
MEM 921.945312 1655293699.1337
MEM 921.945312 1655293699.2435
MEM 921.945312 1655293699.3524
MEM 921.945312 1655293699.4611
MEM 921.945312 1655293699.5704
MEM 921.945312 1655293699.6795
MEM 921.945312 1655293699.7885
MEM 921.945312 1655293699.8997
MEM 921.945312 1655293700.0087
MEM 922.199219 1655293700.1178
MEM 922.199219 1655293700.2276
MEM 922.453125 1655293700.3356
MEM 922.453125 1655293700.4447
MEM 922.453125 1655293700.5539
MEM 922.453125 1655293700.6622
MEM 922.453125 1655293700.7703
MEM 922.453125 1655293700.8794
MEM 922.453125 1655293700.9888
MEM 922.453125 1655293701.0984
MEM 922.453125 1655293701.2070
MEM 922.453125 1655293701.3167
MEM 922.453125 1655293701.4262
MEM 922.453125 1655293701.5345
MEM 922.453125 1655293701.6433
MEM 922.453125 1655293701.7516
MEM 922.453125 1655293701.8601
MEM 922.707031 1655293701.9687
MEM 922.707031 1655293702.0765
MEM 922.707031 1655293702.1866
MEM 922.707031 1655293702.2957
MEM 922.707031 1655293702.4057
MEM 922.707031 1655293702.5136
MEM 922.707031 1655293702.6234
MEM 922.707031 1655293702.7315
MEM 922.707031 1655293702.8402
MEM 922.707031 1655293702.9509
MEM 922.707031 1655293703.0609
MEM 922.707031 1655293703.1687
MEM 922.707031 1655293703.2784
MEM 922.707031 1655293703.3858
MEM 922.707031 1655293703.4945
MEM 922.707031 1655293703.6022
MEM 922.960938 1655293703.7098
MEM 922.960938 1655293703.8197
MEM 922.960938 1655293703.9284
MEM 922.960938 1655293704.0374
MEM 922.960938 1655293704.1465
MEM 922.960938 1655293704.2547
MEM 922.960938 1655293704.3641
MEM 922.960938 1655293704.4750
MEM 922.960938 1655293704.5843
MEM 923.214844 1655293704.6930
MEM 923.214844 1655293704.8001
MEM 923.214844 1655293704.9086
MEM 923.214844 1655293705.0171
MEM 923.214844 1655293705.1246
MEM 923.214844 1655293705.2335
MEM 923.214844 1655293705.3417
MEM 923.214844 1655293705.4508
MEM 923.468750 1655293705.5598
MEM 923.468750 1655293705.6705
MEM 923.722656 1655293705.7783
MEM 923.722656 1655293705.8875
MEM 923.722656 1655293705.9950
MEM 923.976562 1655293706.1060
MEM 923.976562 1655293706.2164
MEM 923.976562 1655293706.3272
MEM 924.230469 1655293706.4371
MEM 924.230469 1655293706.5463
MEM 924.230469 1655293706.6556
MEM 924.230469 1655293706.7651
MEM 924.230469 1655293706.8743
MEM 924.230469 1655293706.9835
MEM 924.484375 1655293707.0911
MEM 924.484375 1655293707.2030
MEM 924.484375 1655293707.3130
MEM 924.738281 1655293707.4228
MEM 924.738281 1655293707.5323
MEM 924.738281 1655293707.6426
MEM 924.738281 1655293707.7513
MEM 924.738281 1655293707.8593
MEM 924.738281 1655293707.9677
MEM 924.738281 1655293708.0752
MEM 924.738281 1655293708.1836
MEM 924.738281 1655293708.2924
MEM 924.738281 1655293708.4017
MEM 924.738281 1655293708.5111
MEM 924.738281 1655293708.6213
MEM 924.738281 1655293708.7296
MEM 924.738281 1655293708.8380
MEM 924.738281 1655293708.9468
MEM 924.738281 1655293709.0558
MEM 924.992188 1655293709.1650
MEM 924.992188 1655293709.2727
MEM 924.992188 1655293709.3824
MEM 924.992188 1655293709.4922
MEM 924.992188 1655293709.6007
MEM 924.992188 1655293709.7089
MEM 924.992188 1655293709.8189
MEM 924.992188 1655293709.9273
MEM 924.992188 1655293710.0375
MEM 924.992188 1655293710.1469
MEM 924.992188 1655293710.2547
MEM 924.992188 1655293710.3631
MEM 924.992188 1655293710.4728
MEM 924.992188 1655293710.5832
MEM 924.992188 1655293710.6939
MEM 924.992188 1655293710.8019
MEM 924.992188 1655293710.9095
MEM 925.246094 1655293711.0203
MEM 925.246094 1655293711.1291
MEM 925.246094 1655293711.2381
MEM 925.246094 1655293711.3461
MEM 925.246094 1655293711.4547
MEM 925.246094 1655293711.5640
MEM 925.246094 1655293711.6737
MEM 925.246094 1655293711.7853
MEM 925.246094 1655293711.8950
MEM 925.246094 1655293712.0031
MEM 925.246094 1655293712.1111
MEM 925.246094 1655293712.2192
MEM 925.246094 1655293712.3281
MEM 925.246094 1655293712.4363
MEM 925.246094 1655293712.5443
MEM 925.246094 1655293712.6540
MEM 925.500000 1655293712.7637
MEM 827.726562 1655293712.8751
MEM 827.726562 1655293712.9828
MEM 827.726562 1655293713.0926
MEM 827.726562 1655293713.2010
MEM 827.726562 1655293713.3112
MEM 827.726562 1655293713.4207
MEM 827.726562 1655293713.5295
MEM 827.726562 1655293713.6402
MEM 827.726562 1655293713.7499
MEM 827.726562 1655293713.8616
MEM 827.726562 1655293713.9733
MEM 827.726562 1655293714.0830
MEM 827.726562 1655293714.1947
MEM 827.726562 1655293714.3024
MEM 827.726562 1655293714.4131
MEM 827.726562 1655293714.5238
MEM 827.980469 1655293714.6325
MEM 827.980469 1655293714.7431
MEM 827.980469 1655293714.8528
MEM 827.980469 1655293714.9615
MEM 827.980469 1655293715.0722
MEM 827.980469 1655293715.1811
MEM 827.980469 1655293715.2898
MEM 827.980469 1655293715.4001
MEM 827.980469 1655293715.5082
MEM 827.980469 1655293715.6159
MEM 827.980469 1655293715.7249
MEM 827.980469 1655293715.8345
MEM 827.980469 1655293715.9431
MEM 827.980469 1655293716.0521
MEM 827.980469 1655293716.1619
MEM 827.980469 1655293716.2700
MEM 827.980469 1655293716.3795
MEM 828.488281 1655293716.4892
MEM 828.488281 1655293716.5980
MEM 828.488281 1655293716.7073
MEM 828.488281 1655293716.8159
MEM 828.742188 1655293716.9259
MEM 828.742188 1655293717.0347
MEM 828.742188 1655293717.1440
MEM 828.742188 1655293717.2514
MEM 828.742188 1655293717.3590
MEM 828.742188 1655293717.4687
MEM 828.742188 1655293717.5778
MEM 828.742188 1655293717.6868
MEM 828.742188 1655293717.7949
MEM 828.742188 1655293717.9045
MEM 828.742188 1655293718.0137
MEM 828.742188 1655293718.1225
MEM 828.742188 1655293718.2309
MEM 828.742188 1655293718.3400
MEM 828.996094 1655293718.4497
MEM 828.996094 1655293718.5592
MEM 828.996094 1655293718.6684
MEM 828.996094 1655293718.7769
MEM 828.996094 1655293718.8870
MEM 828.996094 1655293718.9964
MEM 828.996094 1655293719.1057
MEM 828.996094 1655293719.2168
MEM 828.996094 1655293719.3261
MEM 828.996094 1655293719.4354
MEM 828.996094 1655293719.5449
MEM 828.996094 1655293719.6550
MEM 828.996094 1655293719.7646
MEM 828.996094 1655293719.8721
MEM 828.996094 1655293719.9826
MEM 828.996094 1655293720.0918
MEM 828.996094 1655293720.1987
MEM 828.996094 1655293720.3068
MEM 829.250000 1655293720.4146
MEM 829.250000 1655293720.5248
MEM 829.250000 1655293720.6363
MEM 829.503906 1655293720.7447
MEM 829.503906 1655293720.8544
MEM 829.503906 1655293720.9642
MEM 829.503906 1655293721.0740
MEM 829.503906 1655293721.1835
MEM 829.503906 1655293721.2929
MEM 829.503906 1655293721.4018
MEM 829.503906 1655293721.5109
MEM 829.503906 1655293721.6193
MEM 829.503906 1655293721.7290
MEM 829.503906 1655293721.8372
MEM 829.503906 1655293721.9458
MEM 829.757812 1655293722.0548
MEM 829.757812 1655293722.1623
MEM 830.011719 1655293722.2725
MEM 830.011719 1655293722.3801
MEM 830.011719 1655293722.4887
MEM 830.011719 1655293722.5996
MEM 830.011719 1655293722.7094
MEM 830.011719 1655293722.8192
MEM 830.011719 1655293722.9281
MEM 830.011719 1655293723.0377
MEM 830.011719 1655293723.1461
MEM 830.011719 1655293723.2548
MEM 830.011719 1655293723.3644
MEM 830.011719 1655293723.4726
MEM 830.011719 1655293723.5823
MEM 830.011719 1655293723.6910
MEM 830.011719 1655293723.8004
MEM 830.011719 1655293723.9105
MEM 830.011719 1655293724.0203
MEM 830.265625 1655293724.1287
MEM 830.265625 1655293724.2374
MEM 830.265625 1655293724.3462
MEM 830.265625 1655293724.4569
MEM 830.265625 1655293724.5660
MEM 830.265625 1655293724.6740
MEM 830.265625 1655293724.7825
MEM 830.265625 1655293724.8912
MEM 830.265625 1655293725.0010
MEM 830.265625 1655293725.1099
MEM 830.265625 1655293725.2183
MEM 830.265625 1655293725.3276
MEM 830.265625 1655293725.4362
MEM 830.265625 1655293725.5470
MEM 830.265625 1655293725.6569
MEM 830.265625 1655293725.7650
MEM 830.265625 1655293725.8727
MEM 830.519531 1655293725.9824
MEM 830.519531 1655293726.0927
MEM 830.519531 1655293726.2012
MEM 830.519531 1655293726.3104
MEM 830.519531 1655293726.4205
MEM 830.519531 1655293726.5308
MEM 830.519531 1655293726.6405
MEM 830.519531 1655293726.7501
MEM 830.519531 1655293726.8587
MEM 830.519531 1655293726.9675
MEM 830.773438 1655293727.0760
MEM 830.773438 1655293727.1831
MEM 830.773438 1655293727.2914
MEM 830.773438 1655293727.4021
MEM 830.773438 1655293727.5112
MEM 830.773438 1655293727.6210
MEM 831.027344 1655293727.7300
MEM 831.027344 1655293727.8390
MEM 831.027344 1655293727.9480
MEM 831.027344 1655293728.0582
MEM 831.027344 1655293728.1684
MEM 831.281250 1655293728.2774
MEM 831.281250 1655293728.3852
MEM 831.535156 1655293728.4939
MEM 831.535156 1655293728.6036
MEM 831.535156 1655293728.7129
MEM 831.535156 1655293728.8220
MEM 831.535156 1655293728.9311
