PublishDate,Sentence,Score
2018-12-04T07:15:00.000Z,貿易戰暫休兵，外資點名看好股中的京元電 (2449) 、國巨 (2327) 、健鼎 (3044) 、台達電 (2308) 、億豐 (8464) 今日皆不振。,0
2018-12-04T07:15:00.000Z,貿易戰暫休兵，外資點名看好股中的京元電 (2449) 、國巨 (2327) 、健鼎 (3044) 、台達電 (2308) 、億豐 (8464) 今日皆不振。,0
2018-12-07T02:14:00.000Z, 14.億豐 (8464) ：客製化+無拉繩窗簾，今年營收拚年增10%，股價回到230元之上，漲幅2.5%。,3
