PublishDate,Sentence,Score
2017-10-06T06:26:00.000Z,晶圓代工龍頭台積電 （2330） 公告9月及第三季營收數字。,0
2017-10-09T08:22:00.000Z,中國多數的半導體業者只能生產40奈米製程，數字越大代表晶圓的處理速度越慢。,2
2017-10-27T06:12:00.000Z,薛舜日指出，台積電、國泰金等大型權值股相對強勢，但小型股卻多下跌，除市場憂心有人拉高出貨外，在法說會、財報公布密集期間，投資人對財報數字更加敏感，個股財報符合預期，解讀成利多出盡；若不如預期，股價跌更兇，稍有風吹草動，即加重跌勢。,-5
