PublishDate,Sentence
2020-10-28T01:26:00.000Z,"
&nbsp;

&nbsp;
謝金河今（28）日在<a href=""https://www.facebook.com/permalink.php?story_fbid=3414811601938950&amp;id=100002304327218"" target=""_blank"" rel=""nofollow noopener"">臉書發文</a>指出，南科園區在1997年運作，一開始的基地面積是1943公頃，直到2003年正式成立南科園區管理局。"
